Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
606,Chhiku,NO,NO,NO,NO,NO,3
606,Chhiku,NO,NO,NO,NO,NO,3
606,Chhiku,NO,NO,NO,NO,NO,3
607,Sindurche,NO,NO,NO,NO,NO,3
607,Sindurche,NO,NO,NO,NO,NO,3
607,Sindurche,NO,NO,NO,NO,NO,3
608,Gunsakot,NO,NO,NO,NO,NO,3
608,Gunsakot,NO,NO,NO,NO,NO,3
608,Gunsakot,NO,NO,NO,NO,NO,3
609,Golche,NO,NO,NO,NO,NO,3
609,Golche,NO,NO,NO,NO,NO,3
609,Golche,NO,NO,NO,NO,NO,3
610,Pangtang,NO,NO,NO,NO,NO,3
610,Pangtang,NO,NO,NO,NO,NO,3
610,Pangtang,NO,NO,NO,NO,NO,3
611,Nampha,NO,NO,NO,NO,NO,3
611,Nampha,NO,NO,NO,NO,NO,3
611,Nampha,NO,NO,NO,NO,NO,3
612,Budhanilkantha,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,3
612,Budhanilkantha,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Comfortable stay and friendly staff.,3.9,Low: $12–$25,3
612,Budhanilkantha,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,3
613,Gokarneshwor,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600","Decent rooms, perfect for budget travelers.",4.2,Mid: $25–$45,3
613,Gokarneshwor,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Pleasant ambiance with good food and amenities.,3.8,Low: $12–$25,3
613,Gokarneshwor,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,3
614,Bajrayogini Temple,NO,NO,NO,NO,NO,3
614,Bajrayogini Temple,NO,NO,NO,NO,NO,3
614,Bajrayogini Temple,NO,NO,NO,NO,NO,3
615,Sundarijal Waterfall,NO,NO,NO,NO,NO,3
615,Sundarijal Waterfall,NO,NO,NO,NO,NO,3
615,Sundarijal Waterfall,NO,NO,NO,NO,NO,3
616,Salinadi Temple,NO,NO,NO,NO,NO,3
616,Salinadi Temple,NO,NO,NO,NO,NO,3
616,Salinadi Temple,NO,NO,NO,NO,NO,3
617,Banepa,Gautam Village Resort,"JGG8+8Q6, Banepa 45210",A cozy stay with basic comforts and local charm.,4.2,Mid: $25–$45,3
617,Banepa,Hotel Satyam,"Banepa-Panauti-Khopasi Road, Banepa 45210",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,3
617,Banepa,Aagantuk Resort,"View Tower Marg, Dhulikhel 45210",Premium facilities with stunning surroundings.,4,High: $40–$70,3
618,Dhulikhel,Himalaya Drishya Resort,"Unnamed Road, Dhulikhel 45200",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,3
618,Dhulikhel,Asha Lodges,"Asha Lodges, Araniko Highway, Dhulikhel 45200",Comfortable stay and friendly staff.,3.8,Low: $12–$25,3
618,Dhulikhel,Hotel Himalayan Horizon,"Bansghari, Dhulikhel, धुलिखेल नगरपालिका 45200",Luxurious retreat with exceptional service.,4,High: $40–$70,3
619,Namobuddha,NO,NO,NO,NO,NO,3
619,Namobuddha,NO,NO,NO,NO,NO,3
619,Namobuddha,NO,NO,NO,NO,NO,3
620,Dapcha Chhatrebangh,NO,NO,NO,NO,NO,3
620,Dapcha Chhatrebangh,NO,NO,NO,NO,NO,3
620,Dapcha Chhatrebangh,NO,NO,NO,NO,NO,3
621,Panchkhal,NO,NO,NO,NO,NO,3
621,Panchkhal,NO,NO,NO,NO,NO,3
621,Panchkhal,NO,NO,NO,NO,NO,3
622,Dolalghat,NO,NO,NO,NO,NO,3
622,Dolalghat,NO,NO,NO,NO,NO,3
622,Dolalghat,NO,NO,NO,NO,NO,3
623,Phalate (Bhumlu),NO,NO,NO,NO,NO,3
623,Phalate (Bhumlu),NO,NO,NO,NO,NO,3
623,Phalate (Bhumlu),NO,NO,NO,NO,NO,3
624,Bhumlutar,NO,NO,NO,NO,NO,3
624,Bhumlutar,NO,NO,NO,NO,NO,3
624,Bhumlutar,NO,NO,NO,NO,NO,3
625,Saping,NO,NO,NO,NO,NO,3
625,Saping,NO,NO,NO,NO,NO,3
625,Saping,NO,NO,NO,NO,NO,3
626,Kalika (Kavre),NO,NO,NO,NO,NO,3
626,Kalika (Kavre),NO,NO,NO,NO,NO,3
626,Kalika (Kavre),NO,NO,NO,NO,NO,3
627,Sunkhani,NO,NO,NO,NO,NO,3
627,Sunkhani,NO,NO,NO,NO,NO,3
627,Sunkhani,NO,NO,NO,NO,NO,3
628,Timure,NO,NO,NO,NO,NO,3
628,Timure,NO,NO,NO,NO,NO,3
628,Timure,NO,NO,NO,NO,NO,3
629,Chitlang,NO,NO,NO,NO,NO,3
629,Chitlang,NO,NO,NO,NO,NO,3
629,Chitlang,NO,NO,NO,NO,NO,3
630,Markhu,NO,NO,NO,NO,NO,3
630,Markhu,NO,NO,NO,NO,NO,3
630,Markhu,NO,NO,NO,NO,NO,3
631,Fakhel,NO,NO,NO,NO,NO,3
631,Fakhel,NO,NO,NO,NO,NO,3
631,Fakhel,NO,NO,NO,NO,NO,3
632,Dakshinkali,NO,NO,NO,NO,NO,3
632,Dakshinkali,NO,NO,NO,NO,NO,3
632,Dakshinkali,NO,NO,NO,NO,NO,3
633,Bungamati,NO,NO,NO,NO,NO,3
633,Bungamati,NO,NO,NO,NO,NO,3
633,Bungamati,NO,NO,NO,NO,NO,3
634,Chhampi,NO,NO,NO,NO,NO,3
634,Chhampi,NO,NO,NO,NO,NO,3
634,Chhampi,NO,NO,NO,NO,NO,3
635,Tahakhel,NO,NO,NO,NO,NO,3
635,Tahakhel,NO,NO,NO,NO,NO,3
635,Tahakhel,NO,NO,NO,NO,NO,3
636,Maneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
636,Maneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
636,Maneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
637,Dandagaun,NO,NO,NO,NO,NO,3
637,Dandagaun,NO,NO,NO,NO,NO,3
637,Dandagaun,NO,NO,NO,NO,NO,3
638,Badikhel,NO,NO,NO,NO,NO,3
638,Badikhel,NO,NO,NO,NO,NO,3
638,Badikhel,NO,NO,NO,NO,NO,3
639,Godawari,Godavari Village Resort,Godawari,A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,3
639,Godawari,Magi Shree Bagaicha Resort,"J936+WVH, Godawari 44709",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,3
639,Godawari,HOTEL GODAWARI,"kitini, Godawari highway, Godawari 44709",Luxurious retreat with exceptional service.,3.9,High: $40–$70,3
640,Chapakharka,NO,NO,NO,NO,NO,3
640,Chapakharka,NO,NO,NO,NO,NO,3
640,Chapakharka,NO,NO,NO,NO,NO,3
641,Ryale,NO,NO,NO,NO,NO,3
641,Ryale,NO,NO,NO,NO,NO,3
641,Ryale,NO,NO,NO,NO,NO,3
642,Mahendrajyoti,NO,NO,NO,NO,NO,3
642,Mahendrajyoti,NO,NO,NO,NO,NO,3
642,Mahendrajyoti,NO,NO,NO,NO,NO,3
643,Ugratara Janagal,NO,NO,NO,NO,NO,3
643,Ugratara Janagal,NO,NO,NO,NO,NO,3
643,Ugratara Janagal,NO,NO,NO,NO,NO,3
644,Nala Ugrachandi,NO,NO,NO,NO,NO,3
644,Nala Ugrachandi,NO,NO,NO,NO,NO,3
644,Nala Ugrachandi,NO,NO,NO,NO,NO,3
645,Devitar,NO,NO,NO,NO,NO,3
645,Devitar,NO,NO,NO,NO,NO,3
645,Devitar,NO,NO,NO,NO,NO,3
646,Nakhipot,Sarovar Residency,"Machhindra Park, Ekantakuna Rd, Lalitpur 44700",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,3
646,Nakhipot,Kaji Chhen Homestay,"J8P9+3GF LMC 26, Satdobato-Tikabhairab Rd, Lalitpur 44700",Great mid-range option for family visits.,3.9,Low: $12–$25,3
646,Nakhipot,Kaji Home,"ward no.17, Next to Beauty Within a beauty parlour, 100m from Nepal olympic committee, Bodhigram Rd, Lalitpur 44700",Top-notch experience and beautiful design.,4.1,High: $40–$70,3
647,Madhyapur Thimi,Hotel Homestay Inn,"Kumarigal Naya Marga, Madhyapur Thimi 44600",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,3
647,Madhyapur Thimi,Hotel Manohara,"Thimi-16, Lokanthali, Bhaktapur 44811",Comfortable stay and friendly staff.,3.9,Low: $12–$25,3
647,Madhyapur Thimi,Dees Boutique Hotel,"32 Shri Shanta Marg, Kathmandu 44600",Top-notch experience and beautiful design.,4,High: $40–$70,3
648,Mulpani,NO,NO,NO,NO,NO,3
648,Mulpani,NO,NO,NO,NO,NO,3
648,Mulpani,NO,NO,NO,NO,NO,3
649,Nayapati,NO,NO,NO,NO,NO,3
649,Nayapati,NO,NO,NO,NO,NO,3
649,Nayapati,NO,NO,NO,NO,NO,3
650,Aalapot,NO,NO,NO,NO,NO,3
650,Aalapot,NO,NO,NO,NO,NO,3
650,Aalapot,NO,NO,NO,NO,NO,3
651,Mulkharka,NO,NO,NO,NO,NO,3
651,Mulkharka,NO,NO,NO,NO,NO,3
651,Mulkharka,NO,NO,NO,NO,NO,3
652,Dhunche,NO,NO,NO,NO,NO,3
652,Dhunche,NO,NO,NO,NO,NO,3
652,Dhunche,NO,NO,NO,NO,NO,3
653,Bharkhu,NO,NO,NO,NO,NO,3
653,Bharkhu,NO,NO,NO,NO,NO,3
653,Bharkhu,NO,NO,NO,NO,NO,3
654,Chandanbari,NO,NO,NO,NO,NO,3
654,Chandanbari,NO,NO,NO,NO,NO,3
654,Chandanbari,NO,NO,NO,NO,NO,3
655,Mukharka,NO,NO,NO,NO,NO,3
655,Mukharka,NO,NO,NO,NO,NO,3
655,Mukharka,NO,NO,NO,NO,NO,3
656,Sherpagaon,NO,NO,NO,NO,NO,3
656,Sherpagaon,NO,NO,NO,NO,NO,3
656,Sherpagaon,NO,NO,NO,NO,NO,3
657,Khangjim,NO,NO,NO,NO,NO,3
657,Khangjim,NO,NO,NO,NO,NO,3
657,Khangjim,NO,NO,NO,NO,NO,3
658,Bhalche,NO,NO,NO,NO,NO,3
658,Bhalche,NO,NO,NO,NO,NO,3
658,Bhalche,NO,NO,NO,NO,NO,3
659,Fikuri,NO,NO,NO,NO,NO,3
659,Fikuri,NO,NO,NO,NO,NO,3
659,Fikuri,NO,NO,NO,NO,NO,3
660,Archale,NO,NO,NO,NO,NO,3
660,Archale,NO,NO,NO,NO,NO,3
660,Archale,NO,NO,NO,NO,NO,3
661,Laharepauwa,NO,NO,NO,NO,NO,3
661,Laharepauwa,NO,NO,NO,NO,NO,3
661,Laharepauwa,NO,NO,NO,NO,NO,3
662,Kumpur,NO,NO,NO,NO,NO,3
662,Kumpur,NO,NO,NO,NO,NO,3
662,Kumpur,NO,NO,NO,NO,NO,3
663,Adamtar,NO,NO,NO,NO,NO,3
663,Adamtar,NO,NO,NO,NO,NO,3
663,Adamtar,NO,NO,NO,NO,NO,3
664,Belinitar,NO,NO,NO,NO,NO,3
664,Belinitar,NO,NO,NO,NO,NO,3
664,Belinitar,NO,NO,NO,NO,NO,3
665,Bhutiya,NO,NO,NO,NO,NO,3
665,Bhutiya,NO,NO,NO,NO,NO,3
665,Bhutiya,NO,NO,NO,NO,NO,3
666,Archale,NO,NO,NO,NO,NO,3
666,Archale,NO,NO,NO,NO,NO,3
666,Archale,NO,NO,NO,NO,NO,3
667,Laharepauwa,NO,NO,NO,NO,NO,3
667,Laharepauwa,NO,NO,NO,NO,NO,3
667,Laharepauwa,NO,NO,NO,NO,NO,3
668,Kumpur,NO,NO,NO,NO,NO,3
668,Kumpur,NO,NO,NO,NO,NO,3
668,Kumpur,NO,NO,NO,NO,NO,3
669,Adamtar,NO,NO,NO,NO,NO,3
669,Adamtar,NO,NO,NO,NO,NO,3
669,Adamtar,NO,NO,NO,NO,NO,3
670,Belinitar,NO,NO,NO,NO,NO,3
670,Belinitar,NO,NO,NO,NO,NO,3
670,Belinitar,NO,NO,NO,NO,NO,3
671,Bhutiya,NO,NO,NO,NO,NO,3
671,Bhutiya,NO,NO,NO,NO,NO,3
671,Bhutiya,NO,NO,NO,NO,NO,3
672,Taruka,NO,NO,NO,NO,NO,3
672,Taruka,NO,NO,NO,NO,NO,3
672,Taruka,NO,NO,NO,NO,NO,3
673,Gorsyang,NO,NO,NO,NO,NO,3
673,Gorsyang,NO,NO,NO,NO,NO,3
673,Gorsyang,NO,NO,NO,NO,NO,3
674,Charghare,NO,NO,NO,NO,NO,3
674,Charghare,NO,NO,NO,NO,NO,3
674,Charghare,NO,NO,NO,NO,NO,3
675,Gerkhu,NO,NO,NO,NO,NO,3
675,Gerkhu,NO,NO,NO,NO,NO,3
675,Gerkhu,NO,NO,NO,NO,NO,3
676,Haldekalika,NO,NO,NO,NO,NO,3
676,Haldekalika,NO,NO,NO,NO,NO,3
676,Haldekalika,NO,NO,NO,NO,NO,3
677,Hiramanitar,NO,NO,NO,NO,NO,3
677,Hiramanitar,NO,NO,NO,NO,NO,3
677,Hiramanitar,NO,NO,NO,NO,NO,3
678,Ramche,NO,NO,NO,NO,NO,3
678,Ramche,NO,NO,NO,NO,NO,3
678,Ramche,NO,NO,NO,NO,NO,3
679,Thuman,NO,NO,NO,NO,NO,3
679,Thuman,NO,NO,NO,NO,NO,3
679,Thuman,NO,NO,NO,NO,NO,3
680,Rasuwa,NO,NO,NO,NO,NO,3
680,Rasuwa,NO,NO,NO,NO,NO,3
680,Rasuwa,NO,NO,NO,NO,NO,3
681,Rasuwagadhi,NO,NO,NO,NO,NO,3
681,Rasuwagadhi,NO,NO,NO,NO,NO,3
681,Rasuwagadhi,NO,NO,NO,NO,NO,3
682,Tempu – Helambu Trek,Helambu Chanaute Resort,"Helambu-07,Sindhupalchok,Nepal Helambu, Chanaute Ichok Road, Ichok 45300",Common lodging before/after trek; basic to mid-range,4,Low (~$10–20),3
682,Tempu – Helambu Trek,Helambu Riverside Resort and Organic Farm House,"WG5M+M3, Ichok",Local teahouses used by trekkers; warm food & shared rooms,4.2,Medium (~$35–60),3
682,Tempu – Helambu Trek,Helambu Mountain Resort,Kiwool,Premium resort with comfortable rooms & mountain views,4,High (~$90+),3
683,Chilime,NO,NO,NO,NO,NO,3
683,Chilime,NO,NO,NO,NO,NO,3
683,Chilime,NO,NO,NO,NO,NO,3
684,Saramthali,NO,NO,NO,NO,NO,3
684,Saramthali,NO,NO,NO,NO,NO,3
684,Saramthali,NO,NO,NO,NO,NO,3
685,Doglang,NO,NO,NO,NO,NO,3
685,Doglang,NO,NO,NO,NO,NO,3
685,Doglang,NO,NO,NO,NO,NO,3
686,Old Langtang Village,NO,NO,NO,NO,NO,3
686,Old Langtang Village,NO,NO,NO,NO,NO,3
686,Old Langtang Village,NO,NO,NO,NO,NO,3
687,Tsangbu Ri,NO,NO,NO,NO,NO,3
687,Tsangbu Ri,NO,NO,NO,NO,NO,3
687,Tsangbu Ri,NO,NO,NO,NO,NO,3
688,Raksirang,NO,NO,NO,NO,NO,3
688,Raksirang,NO,NO,NO,NO,NO,3
688,Raksirang,NO,NO,NO,NO,NO,3
689,Bharta Pundyadevi,NO,NO,NO,NO,NO,3
689,Bharta Pundyadevi,NO,NO,NO,NO,NO,3
689,Bharta Pundyadevi,NO,NO,NO,NO,NO,3
690,Gogane,NO,NO,NO,NO,NO,3
690,Gogane,NO,NO,NO,NO,NO,3
690,Gogane,NO,NO,NO,NO,NO,3
691,Agara,NO,NO,NO,NO,NO,3
691,Agara,NO,NO,NO,NO,NO,3
691,Agara,NO,NO,NO,NO,NO,3
692,Tasarpu,NO,NO,NO,NO,NO,3
692,Tasarpu,NO,NO,NO,NO,NO,3
692,Tasarpu,NO,NO,NO,NO,NO,3
693,Kewalpur,NO,NO,NO,NO,NO,3
693,Kewalpur,NO,NO,NO,NO,NO,3
693,Kewalpur,NO,NO,NO,NO,NO,3
694,Jeewanpur,NO,NO,NO,NO,NO,3
694,Jeewanpur,NO,NO,NO,NO,NO,3
694,Jeewanpur,NO,NO,NO,NO,NO,3
695,Chhatre Deurali,NO,NO,NO,NO,NO,3
695,Chhatre Deurali,NO,NO,NO,NO,NO,3
695,Chhatre Deurali,NO,NO,NO,NO,NO,3
696,Mudkhu,NO,NO,NO,NO,NO,3
696,Mudkhu,NO,NO,NO,NO,NO,3
696,Mudkhu,NO,NO,NO,NO,NO,3
697,Okharpauwa,NO,NO,NO,NO,NO,3
697,Okharpauwa,NO,NO,NO,NO,NO,3
697,Okharpauwa,NO,NO,NO,NO,NO,3
698,Kakani,NO,NO,NO,NO,NO,3
698,Kakani,NO,NO,NO,NO,NO,3
698,Kakani,NO,NO,NO,NO,NO,3
699,Bhadratar,NO,NO,NO,NO,NO,3
699,Bhadratar,NO,NO,NO,NO,NO,3
699,Bhadratar,NO,NO,NO,NO,NO,3
700,Kharanitar,NO,NO,NO,NO,NO,3
700,Kharanitar,NO,NO,NO,NO,NO,3
700,Kharanitar,NO,NO,NO,NO,NO,3
701,Likhu,NO,NO,NO,NO,NO,3
701,Likhu,NO,NO,NO,NO,NO,3
701,Likhu,NO,NO,NO,NO,NO,3
702,Talakhu,NO,NO,NO,NO,NO,3
702,Talakhu,NO,NO,NO,NO,NO,3
702,Talakhu,NO,NO,NO,NO,NO,3
703,Gajuri,NO,NO,NO,NO,NO,3
703,Gajuri,NO,NO,NO,NO,NO,3
703,Gajuri,NO,NO,NO,NO,NO,3
704,Chuwabote Gaun,NO,NO,NO,NO,NO,3
704,Chuwabote Gaun,NO,NO,NO,NO,NO,3
704,Chuwabote Gaun,NO,NO,NO,NO,NO,3
705,Jyamrung,NO,NO,NO,NO,NO,3
705,Jyamrung,NO,NO,NO,NO,NO,3
705,Jyamrung,NO,NO,NO,NO,NO,3
706,Katunge,NO,NO,NO,NO,NO,3
706,Katunge,NO,NO,NO,NO,NO,3
706,Katunge,NO,NO,NO,NO,NO,3
707,Gokarneshwor Temple,NO,NO,NO,NO,NO,3
707,Gokarneshwor Temple,NO,NO,NO,NO,NO,3
707,Gokarneshwor Temple,NO,NO,NO,NO,NO,3
708,Tripureswor,Basera Boutique Hotel,Kathmandu 44600,Scenic views; peaceful environment,4.1,Low (~$10–20),3
708,Tripureswor,Kathmandu Boutique Cottage,Height 44600,Eco-friendly; close to nature,4.1,Medium (~$35–60),3
708,Tripureswor,Baber Mahal Vilas - The Heritage Hotel,"1947 Tanka Prasad Sadak, Kathmandu 44600",Upscale riverside resort with modern amenities,4,High (~$90+),3
709,Salyankot,NO,NO,NO,NO,NO,3
709,Salyankot,NO,NO,NO,NO,NO,3
709,Salyankot,NO,NO,NO,NO,NO,3
710,Mahavir,NO,NO,NO,NO,NO,3
710,Mahavir,NO,NO,NO,NO,NO,3
710,Mahavir,NO,NO,NO,NO,NO,3
711,Vharse Pokhari,NO,NO,NO,NO,NO,3
711,Vharse Pokhari,NO,NO,NO,NO,NO,3
711,Vharse Pokhari,NO,NO,NO,NO,NO,3
712,Gangajamuna,NO,NO,NO,NO,NO,3
712,Gangajamuna,NO,NO,NO,NO,NO,3
712,Gangajamuna,NO,NO,NO,NO,NO,3
713,Gumdi,NO,NO,NO,NO,NO,3
713,Gumdi,NO,NO,NO,NO,NO,3
713,Gumdi,NO,NO,NO,NO,NO,3
714,Khaniyanbas,NO,NO,NO,NO,NO,3
714,Khaniyanbas,NO,NO,NO,NO,NO,3
714,Khaniyanbas,NO,NO,NO,NO,NO,3
715,Satyadevi Mandir,NO,NO,NO,NO,NO,3
715,Satyadevi Mandir,NO,NO,NO,NO,NO,3
715,Satyadevi Mandir,NO,NO,NO,NO,NO,3
716,Kintang,NO,NO,NO,NO,NO,3
716,Kintang,NO,NO,NO,NO,NO,3
716,Kintang,NO,NO,NO,NO,NO,3
717,Salme,NO,NO,NO,NO,NO,3
717,Salme,NO,NO,NO,NO,NO,3
717,Salme,NO,NO,NO,NO,NO,3
718,Bhalche,NO,NO,NO,NO,NO,3
718,Bhalche,NO,NO,NO,NO,NO,3
718,Bhalche,NO,NO,NO,NO,NO,3
719,Kaule,NO,NO,NO,NO,NO,3
719,Kaule,NO,NO,NO,NO,NO,3
719,Kaule,NO,NO,NO,NO,NO,3
720,Fikuri,NO,NO,NO,NO,NO,3
720,Fikuri,NO,NO,NO,NO,NO,3
720,Fikuri,NO,NO,NO,NO,NO,3
721,Jibjibe,NO,NO,NO,NO,NO,3
721,Jibjibe,NO,NO,NO,NO,NO,3
721,Jibjibe,NO,NO,NO,NO,NO,3
722,Bhorle,NO,NO,NO,NO,NO,3
722,Bhorle,NO,NO,NO,NO,NO,3
722,Bhorle,NO,NO,NO,NO,NO,3
723,Jharlang,NO,NO,NO,NO,NO,3
723,Jharlang,NO,NO,NO,NO,NO,3
723,Jharlang,NO,NO,NO,NO,NO,3
724,Hetauda,NO,NO,NO,NO,NO,3
724,Hetauda,NO,NO,NO,NO,NO,3
724,Hetauda,NO,NO,NO,NO,NO,3
725,Sukaura,NO,NO,NO,NO,NO,3
725,Sukaura,NO,NO,NO,NO,NO,3
725,Sukaura,NO,NO,NO,NO,NO,3
726,Lattaramveshwar Mahadev Temple,NO,NO,NO,NO,NO,3
726,Lattaramveshwar Mahadev Temple,NO,NO,NO,NO,NO,3
726,Lattaramveshwar Mahadev Temple,NO,NO,NO,NO,NO,3
727,Ichankhu Narayan,NO,NO,NO,NO,NO,3
727,Ichankhu Narayan,NO,NO,NO,NO,NO,3
727,Ichankhu Narayan,NO,NO,NO,NO,NO,3
728,Harnamadi,NO,NO,NO,NO,NO,3
728,Harnamadi,NO,NO,NO,NO,NO,3
728,Harnamadi,NO,NO,NO,NO,NO,3
729,Shreepur Chhatiwan,NO,NO,NO,NO,NO,3
729,Shreepur Chhatiwan,NO,NO,NO,NO,NO,3
729,Shreepur Chhatiwan,NO,NO,NO,NO,NO,3
730,Gundu,NO,NO,NO,NO,NO,3
730,Gundu,NO,NO,NO,NO,NO,3
730,Gundu,NO,NO,NO,NO,NO,3
731,Manthali,NO,NO,NO,NO,NO,3
731,Manthali,NO,NO,NO,NO,NO,3
731,Manthali,NO,NO,NO,NO,NO,3
732,Asrang,NO,NO,NO,NO,NO,3
732,Asrang,NO,NO,NO,NO,NO,3
732,Asrang,NO,NO,NO,NO,NO,3
733,Chamere Cave,NO,NO,NO,NO,NO,3
733,Chamere Cave,NO,NO,NO,NO,NO,3
733,Chamere Cave,NO,NO,NO,NO,NO,3
734,Gotikhel,NO,NO,NO,NO,NO,3
734,Gotikhel,NO,NO,NO,NO,NO,3
734,Gotikhel,NO,NO,NO,NO,NO,3
735,Koteshwor,NO,NO,NO,NO,NO,3
735,Koteshwor,NO,NO,NO,NO,NO,3
735,Koteshwor,NO,NO,NO,NO,NO,3
736,Chyamrang Besi,NO,NO,NO,NO,NO,3
736,Chyamrang Besi,NO,NO,NO,NO,NO,3
736,Chyamrang Besi,NO,NO,NO,NO,NO,3
737,Tin Tale Waterfall,NO,NO,NO,NO,NO,3
737,Tin Tale Waterfall,NO,NO,NO,NO,NO,3
737,Tin Tale Waterfall,NO,NO,NO,NO,NO,3
738,Manikhel,NO,NO,NO,NO,NO,3
738,Manikhel,NO,NO,NO,NO,NO,3
738,Manikhel,NO,NO,NO,NO,NO,3
739,Kalanti,NO,NO,NO,NO,NO,3
739,Kalanti,NO,NO,NO,NO,NO,3
739,Kalanti,NO,NO,NO,NO,NO,3
740,Malpi,NO,NO,NO,NO,NO,3
740,Malpi,NO,NO,NO,NO,NO,3
740,Malpi,NO,NO,NO,NO,NO,3
741,KapalKot,NO,NO,NO,NO,NO,3
741,KapalKot,NO,NO,NO,NO,NO,3
741,KapalKot,NO,NO,NO,NO,NO,3
742,Mahendrajyoti,NO,NO,NO,NO,NO,3
742,Mahendrajyoti,NO,NO,NO,NO,NO,3
742,Mahendrajyoti,NO,NO,NO,NO,NO,3
743,Baramchi,NO,NO,NO,NO,NO,3
743,Baramchi,NO,NO,NO,NO,NO,3
743,Baramchi,NO,NO,NO,NO,NO,3
744,Mankha,NO,NO,NO,NO,NO,3
744,Mankha,NO,NO,NO,NO,NO,3
744,Mankha,NO,NO,NO,NO,NO,3
745,Baneshwor,NO,NO,NO,NO,NO,3
745,Baneshwor,NO,NO,NO,NO,NO,3
745,Baneshwor,NO,NO,NO,NO,NO,3
746,Yalmu Waterfall,NO,NO,NO,NO,NO,3
746,Yalmu Waterfall,NO,NO,NO,NO,NO,3
746,Yalmu Waterfall,NO,NO,NO,NO,NO,3
747,Gathi,NO,NO,NO,NO,NO,3
747,Gathi,NO,NO,NO,NO,NO,3
747,Gathi,NO,NO,NO,NO,NO,3
748,Marming,NO,NO,NO,NO,NO,3
748,Marming,NO,NO,NO,NO,NO,3
748,Marming,NO,NO,NO,NO,NO,3
749,Dhuskun,NO,NO,NO,NO,NO,3
749,Dhuskun,NO,NO,NO,NO,NO,3
749,Dhuskun,NO,NO,NO,NO,NO,3
750,Chaukati,NO,NO,NO,NO,NO,3
750,Chaukati,NO,NO,NO,NO,NO,3
750,Chaukati,NO,NO,NO,NO,NO,3
751,Ghorthali,NO,NO,NO,NO,NO,3
751,Ghorthali,NO,NO,NO,NO,NO,3
751,Ghorthali,NO,NO,NO,NO,NO,3
752,Bigu,NO,NO,NO,NO,NO,3
752,Bigu,NO,NO,NO,NO,NO,3
752,Bigu,NO,NO,NO,NO,NO,3
753,Deudhunga Dada,NO,NO,NO,NO,NO,3
753,Deudhunga Dada,NO,NO,NO,NO,NO,3
753,Deudhunga Dada,NO,NO,NO,NO,NO,3
754,Seti Mata,NO,NO,NO,NO,NO,3
754,Seti Mata,NO,NO,NO,NO,NO,3
754,Seti Mata,NO,NO,NO,NO,NO,3
755,Kalinchowk Bhagawati Temple,Kalinchwok Country Villa,Kuri Village,Budget-friendly; simple rooms,4,Low (~$10–20),3
755,Kalinchowk Bhagawati Temple,Hotel Gaurishankar,Kuri Village,Family-run; cozy environment,4.3,Medium (~$35–60),3
755,Kalinchowk Bhagawati Temple,Kalinchwok Hotel Sangrila,"P2XJ+4H8, Kuri Village",Premium riverside resort with modern amenities,4.2,High (~$90+),3
756,Gairabari,NO,NO,NO,NO,NO,3
756,Gairabari,NO,NO,NO,NO,NO,3
756,Gairabari,NO,NO,NO,NO,NO,3
757,Betechhap,NO,NO,NO,NO,NO,3
757,Betechhap,NO,NO,NO,NO,NO,3
757,Betechhap,NO,NO,NO,NO,NO,3
758,Lisankhu,NO,NO,NO,NO,NO,3
758,Lisankhu,NO,NO,NO,NO,NO,3
758,Lisankhu,NO,NO,NO,NO,NO,3
759,Attarpur,NO,NO,NO,NO,NO,3
759,Attarpur,NO,NO,NO,NO,NO,3
759,Attarpur,NO,NO,NO,NO,NO,3
760,Baghkhor,NO,NO,NO,NO,NO,3
760,Baghkhor,NO,NO,NO,NO,NO,3
760,Baghkhor,NO,NO,NO,NO,NO,3
761,Aahaldanda,NO,NO,NO,NO,NO,3
761,Aahaldanda,NO,NO,NO,NO,NO,3
761,Aahaldanda,NO,NO,NO,NO,NO,3
762,Jiri,NO,NO,NO,NO,NO,3
762,Jiri,NO,NO,NO,NO,NO,3
762,Jiri,NO,NO,NO,NO,NO,3
763,Chuchure,NO,NO,NO,NO,NO,3
763,Chuchure,NO,NO,NO,NO,NO,3
763,Chuchure,NO,NO,NO,NO,NO,3
