Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
540,Dhulikhel,Kavrepalanchok,Oct–Mar,Town; Hill Station; Mountain View,Natural Attractions,Sightseeing; Photography; Hiking; Cultural Tour,Easy,Road Accessible,27.6233,85.55,3
541,Dhulikhel Viewpoint,Kavrepalanchok,Oct-Mar,"Viewpoint, Cultural",Natural Attractions,"Sunrise View, Hiking, Cultural Tours",Easy,"Road, Easy",27.545,85.5397,3
542,Gosaikunda Lesser Spots,Rasuwa,Aug–Oct,Lake; Trekking; Offbeat,Natural Attractions,Trekking; Photography; Camping,Hard,Road + Trekking,28.18,85.495,3
543,Kaleshwor Mahadev Temple,Dhading,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.715,85.555,3
544,Kalinchowk Bhagwati,Dolakha,"Winter (Snow), Autumn","Religious, Hill Station",Natural Attractions,"Pilgrimage, Cable Car, Snow Activities",Moderate,Road + Cable Car,27.75,86.0833,3
545,Kamalamai Temple,Sindhuli,Oct–Mar,Temple; Hindu,Cultural & Religious Sites,Worship; Cultural Tour,Easy,Road Accessible,27.56,85.98,3
546,Kathmandu,Kathmandu,Oct–Feb,"City, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.7172,85.324,3
547,Kulekhani Dam & Reservoir,Makwanpur,Oct–Mar,Dam; Reservoir; Scenic,Natural Attractions,Sightseeing; Photography; Boating,Easy,Road Accessible,27.55,85.25,3
548,Langtang Upper Trek,Rasuwa,Mar–May; Sep–Nov,Trekking; Nature; Scenic,Trekking & Adventure,Trekking; Camping; Photography; Wildlife Observation,Hard,Road + Trekking,28.22,85.5,3
549,Lele Village,Lalitpur,Oct–Mar,Village; Cultural; Farming,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience,Easy,Road Accessible,27.65,85.311,3
550,Local Hilltop Viewpoints (Chapagaun/Lalitpur),Lalitpur,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trekking; Sunrise/Sunset Views,Easy,Road + Short Hike,27.655,85.305,3
551,Mahankal Temple,Kathmandu,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.712,85.32,3
552,Nagadesh Temple,Lalitpur,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.67,85.31,3
553,Nagarkot Viewpoint,Bhaktapur,Oct-Mar,"Viewpoint, Hill Station",Natural Attractions,"Sunrise Views, Hiking",Easy,"Road, Easy",27.6934,85.425,3
554,Netra Lake,Dhading,Oct–Mar,Lake; Scenic,Natural Attractions,Sightseeing; Photography,Easy,Road Accessible,27.7,85.6,3
555,Pharping,Kathmandu,Oct–Mar,Spiritual; Monasteries; Heritage,Cultural & Religious Sites,Sightseeing; Cultural Tour; Meditation; Photography,Easy,Road Accessible,27.55,85.283,3
556,Rasuwa,Rasuwa,Oct–Nov,"Trekking, Nature",Trekking & Adventure,"Trekking, Photography",Hard,Trek route,28.216,85.433,3
557,Rasuwagadhi Fort,Rasuwa,Oct–Mar,Fort; Historical; Scenic,Natural Attractions,Sightseeing; Photography; Trekking; History Exploration,Moderate,Road + Trekking,28.2333,85.4333,3
558,Rolwaling Valley,Dolakha,"Spring, Autumn","Trekking, Mountains",Trekking & Adventure,"Trekking, Camping",Hard,Trek,27.8667,86.35,3
559,Sangachok Village,Kavrepalanchok,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Cultural Tour; Photography; Hiking,Easy,Road + Short Hike,27.583,85.55,3
560,Sankhu,Kathmandu,Oct–Mar,Village; Cultural; Heritage,Cultural & Religious Sites,Cultural Tour; Photography; Sightseeing; Festival Participation,Easy,Road Accessible,27.695,85.42,3
561,Seto Machhendranath Temple,Kathmandu,Oct–Mar,Temple; Hindu; Buddhist,Cultural & Religious Sites,Worship; Cultural Tour; Festival Participation,Easy,Road Accessible,27.705,85.312,3
562,Shivapuri Nagarjun National Park,Kathmandu,Oct-Mar,"National Park, Hiking",Natural Attractions,"Hiking, Nature Walks",Easy-Moderate,"Road, Moderate",27.77,85.35,3
563,Siddhi Ganesh Temple,Kathmandu,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.7105,85.321,3
564,Sindhuligadhi,Sindhuli,Oct–Mar,Fort; Historical; Scenic,Natural Attractions,Sightseeing; Photography; Trekking; History Exploration,Moderate,Road + Trekking,27.1333,85.9667,3
565,Thimi,Bhaktapur,Oct–Mar,Village; Pottery; Cultural,Cultural & Religious Sites,Cultural Tour; Photography; Pottery Workshops; Local Food,Easy,Road Accessible,27.67,85.426,3
566,Bharatpur,Chitwan,All Year,"City, Gateway to Chitwan",Urban & Modern Attractions,"Sightseeing, Jungle Safari, Market",Easy,Highway/Road,27.6833,84.4333,3
567,Jayamangala (Ratnanagar area),Chitwan,All Year,Temple/Local area,Cultural & Religious Sites,"Pilgrimage, Local visit",Easy,Road,27.6725,84.5389,3
568,Krishna Pranami Temple,Chitwan,Chisapani area,Religious,Cultural & Religious Sites,"Pilgrimage, Worship",Easy,Road,27.673,84.441,3
569,Panchakanya Mandir,Chitwan,All Year,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6614,84.4494,3
570,Chisapani Mandir,Chitwan,All Year,"Temple, Hill",Natural Attractions,"Hiking, Pilgrimage",Moderate,Road + short hike,27.69,84.47,3
571,Ratnanagar,Chitwan,All Year,Municipality,Urban & Modern Attractions,"Local tour, Markets",Easy,Highway,27.67,84.53,3
572,Khairahani,Chitwan,All Year,Town,Urban & Modern Attractions,"Local market, Services",Easy,Road,27.65,84.59,3
573,Korak,Chitwan,Spring-Autumn,"Village, Trailhead",Trekking & Adventure,"Trekking, Rural tourism",Moderate,Road/Trail,27.61,84.6,3
574,Bandipur,Tanahun,All Year,Historic Hill Town,Natural Attractions,"Viewpoints, Cultural tourism",Easy,Road,27.9333,84.41,3
575,Nilkantha,Dhading,All Year,Municipality/Hill,Natural Attractions,"Hiking, Cultural visit",Easy,Road,27.86,84.9,3
576,Dhuwakot,Dhading,Spring-Autumn,"Hill, Village",Natural Attractions,"Trekking, Views",Moderate,Road,27.88,84.92,3
577,Deurali Danda,Dhading,Spring,Ridge/Hill,Natural Attractions,"Viewpoint, Hiking",Moderate,Road/Trail,27.9,84.94,3
578,Vagerachuli,Dhading,Spring-Autumn,Hill,Natural Attractions,"Hiking, Nature",Moderate,Road/Trail,27.91,84.95,3
579,Semjong,Dhading,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Nature",Moderate,Road,27.83,84.93,3
580,Barsunchet,Nuwakot,Spring,Village,Village & Rural Tourism,Nature visit,Moderate,Road,27.92,85.08,3
581,Bungtang,Nuwakot,Spring,Village,Village & Rural Tourism,Cultural visit,Easy,Road,27.9,85.01,3
582,Deurali,Nuwakot,Spring,Pass/Deurali,Village & Rural Tourism,"Hiking, View",Moderate,Road/Trail,27.91,85,3
583,Tupche,Nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.94,85.04,3
584,Chappthoke,Nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.05,3
585,Pokhari Gaun,Nuwakot,All Year,"Village, Pond",Village & Rural Tourism,"Local visit, Photography",Easy,Road/Trail,27.955,85.052,3
586,Champani Gaun,Nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.048,3
587,Yarsa,Nuwakot,All Year,Village,Village & Rural Tourism,"Hiking, Local visit",Easy,Road,27.97,85.03,3
588,Urleni (Helambu area),Sindhupalchok,Spring-Autumn,Helambu Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.83,85.5,3
589,Shikharbesi (Nuwakot),Nuwakot,All Year,Town/Market,Urban & Modern Attractions,Local visit,Easy,Road,27.92,85.16,3
590,Ghyangphedi,Nuwakot,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.9,85.04,3
591,Helambu,Sindhupalchok,Spring-Autumn,Trekking region,Trekking & Adventure,"Trekking, Monasteries",Moderate,Road/Trail,27.822,85.519,3
592,Bhotang,Sindhupalchok,Spring-Autumn,Village,Village & Rural Tourism,Trekking,Moderate,Road/Trail,27.85,85.6,3
593,Pachpokhari,Sindhupalchok,Spring-Autumn,Sacred Lake,Natural Attractions,"Pilgrimage, Trekking",Hard,Trail,27.87,85.68,3
594,Phurbi Chyachu,Sindhupalchok,Spring,Peak/Mountain,Natural Attractions,"Expedition, Trekking",Hard,Trek,27.87,85.73,3
595,Tatopani (Sindhupalchok),Sindhupalchok,All Year,Hot spring,Wellness & Relaxation,"Bathing, Relax",Easy,Road,27.97,85.9,3
596,Kodari,Sindhupalchok,All Year,Border town,Urban & Modern Attractions,"Trade, Transit",Easy,Highway,27.99,85.94,3
597,Phulpingkatti,Sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.88,85.59,3
598,Bigu,Dolakha,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Trekking",Moderate,Road/Trail,27.77,86.22,3
599,Singati,Ramechhap,All Year,Municipality,Urban & Modern Attractions,Local visit,Easy,Road,27.742,86.386,3
600,Suri,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.38,3
601,Jhyaku,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.72,86.37,3
602,Gorpang,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.71,86.36,3
603,Lamidada,Ramechhap,All Year,Hill village,Natural Attractions,Local visit,Moderate,Road,27.7,86.35,3
604,Jiri,Dolakha,All Year,Hill town,Natural Attractions,Trekking start point,Moderate,Road,27.63,86.23,3
605,Rasnalu,Ramechhap,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.56,86.3,3
606,Gupteshwor (Ramechhap),Ramechhap,All Year,Temple,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.4,86.1,3
607,Ramechhap (HQ),Ramechhap,All Year,District HQ,Village & Rural Tourism,"Services, Market",Easy,Highway,27.336,86.063,3
608,Rampur (Ramechhap),Ramechhap,All Year,Town,Urban & Modern Attractions,Local visit,Easy,Road,27.3,86.05,3
609,Himganga,Ramechhap,All Year,Mountain village,Natural Attractions,Trekking,Moderate,Trail,27.28,86.04,3
610,Melamchi,Sindhupalchok,All Year,Town,Urban & Modern Attractions,"Water project site, Market",Easy,Road,27.835,85.602,3
611,Sipalkavre,Sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.82,85.61,3
612,Chhiku,Sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.8,85.6,3
613,Sindurche,Sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.79,85.59,3
614,Gunsakot,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.76,86.33,3
615,Golche,Ramechhap,All Year,Village,Village & Rural Tourism,Trekking,Moderate,Trail,27.75,86.34,3
616,Pangtang,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.74,86.35,3
617,Nampha,Ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.36,3
618,Budhanilkantha,Kathmandu,All Year,Temple & Area,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.778,85.363,3
619,Gokarneshwor,Kathmandu,All Year,Municipality/Temples,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.7489,85.3696,3
620,Bajrayogini Temple,Kathmandu,All Year,Temple,Cultural & Religious Sites,"Pilgrimage, Hike",Moderate,Road/Trail,27.733,85.452,3
621,Sundarijal Waterfall,Kathmandu,All Year,Waterfall,Natural Attractions,"Hiking, Picnic",Easy,Road/Trail,27.7995,85.4449,3
622,Salinadi Temple,Kathmandu,All Year,Temple,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7,85.44,3
623,Banepa,Kavrepalanchok,All Year,Town,Urban & Modern Attractions,"Heritage, Market",Easy,Road,27.628,85.522,3
624,Dhulikhel,Kavrepalanchok,All Year,Hill town,Natural Attractions,"Viewpoints, Stay",Easy,Road,27.542,85.538,3
625,Namobuddha,Kavrepalanchok,All Year,Monastery,Cultural & Religious Sites,"Meditation, Visit",Easy,Road,27.643,85.533,3
626,Dapcha Chhatrebangh,Kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.6,85.52,3
627,Panchkhal,Kavrepalanchok,All Year,Municipality,Urban & Modern Attractions,"Local visit, Market",Easy,Road,27.626,85.516,3
628,Dolalghat,Kavrepalanchok,All Year,River crossing,Natural Attractions,"Rafting (nearby), Local visit",Easy,Highway,27.612,85.531,3
629,Phalate (Bhumlu),Kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.61,85.55,3
630,Bhumlutar,Kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.605,85.545,3
631,Saping,Kavrepalanchok,All Year,Village,Village & Rural Tourism,Hiking,Moderate,Road/Trail,27.62,85.54,3
632,Kalika (Kavre),Kavrepalanchok,All Year,Temple/Hill,Natural Attractions,"Pilgrimage, Hike",Moderate,Road/Trail,27.63,85.56,3
633,Sunkhani,Kavrepalanchok,All Year,Valley,Natural Attractions,"Hiking, Local visit",Moderate,Road,27.64,85.57,3
634,Timure,Nuwakot,All Year,Border/Checkpoint,Village & Rural Tourism,Trekking approach,Moderate,Road,27.96,85.33,3
635,Chitlang,Makwanpur,All Year,Heritage village,Cultural & Religious Sites,"Hiking, Cultural visit",Moderate,Road,27.511,85.179,3
636,Markhu,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.56,85.16,3
637,Fakhel,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.57,85.15,3
638,Dakshinkali,Kathmandu,All Year,Temple,Cultural & Religious Sites,Worship,Easy,Road,27.6209,85.2935,3
639,Bungamati,Lalitpur,All Year,Heritage village,Cultural & Religious Sites,"Culture, Visit",Easy,Road,27.649,85.32,3
640,Chhampi,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.67,85.32,3
641,Tahakhel,Lalitpur,All Year,Area/Locality,Village & Rural Tourism,Local visit,Easy,Road,27.65,85.31,3
642,Maneshwor Mahadev Temple,Kathmandu,All Year,Temple,Cultural & Religious Sites,Worship,Easy,Road,27.7,85.333,3
643,Dandagaun,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.66,85.34,3
644,Badikhel,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.67,85.35,3
645,Godawari,Lalitpur,All Year,"Botanical garden, Park",Natural Attractions,"Nature visit, Hiking",Easy,Road,27.673,85.333,3
646,Chapakharka,Lalitpur,All Year,Hill area,Natural Attractions,"Hiking, Views",Moderate,Road/Trail,27.68,85.34,3
647,Ryale,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.69,85.35,3
648,Mahendrajyoti,Lalitpur,All Year,Landmark,Village & Rural Tourism,Visit,Easy,Road,27.7,85.36,3
649,Ugratara Janagal,Kathmandu,All Year,Temple/Locality,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.71,85.36,3
650,Nala Ugrachandi,Kavrepalanchok,All Year,Temple,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.62,85.57,3
651,Devitar,Bhaktapur,All Year,Religious area,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.683,85.416,3
652,Nakhipot,Lalitpur,All Year,Residential area,Village & Rural Tourism,Local visit,Easy,Road,27.665,85.325,3
653,Madhyapur Thimi,Bhaktapur,All Year,Municipality,Urban & Modern Attractions,"Heritage, Culture",Easy,Road,27.672,85.416,3
654,Mulpani,Kathmandu,All Year,Local area,Village & Rural Tourism,Local visit,Easy,Road,27.7,85.35,3
655,Nayapati,Kathmandu,All Year,Residential area,Village & Rural Tourism,Local visit,Easy,Road,27.69,85.35,3
656,Aalapot,Kathmandu,All Year,Village/Locality,Village & Rural Tourism,Local visit,Easy,Road,27.68,85.34,3
657,Mulkharka,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.5,85.18,3
658,Dhunche,Rasuwa,All Year,District HQ,Village & Rural Tourism,"Gateway to Langtang, Local services",Easy,Road,28.085,85.489,3
659,Bharkhu,Rasuwa,All Year,Valley/area,Natural Attractions,"Trekking, Local visit",Moderate,Trail,28.21,85.45,3
660,Chandanbari,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.86,84.92,3
661,Mukharka,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.85,84.9,3
662,Sherpagaon,Rasuwa,All Year,Village,Village & Rural Tourism,Trekking,Moderate,Trail,28.2,85.45,3
663,Khangjim,Rasuwa,All Year,Village,Village & Rural Tourism,Trekking,Moderate,Trail,28.19,85.46,3
664,Bhalche,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.87,84.93,3
665,Fikuri,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.88,84.94,3
666,Archale,Gorkha,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,28,84.9,3
667,Laharepauwa,Nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.12,3
668,Kumpur,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.85,84.92,3
669,Adamtar,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.84,84.91,3
670,Belinitar,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.83,84.9,3
671,Bhutiya,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.82,84.89,3
672,Taruka,Nuwakot,All Year,Temple area,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.9,85.14,3
673,Gorsyang,Nuwakot,All Year,Area,Village & Rural Tourism,Local visit,Easy,Road,27.91,85.13,3
674,Charghare,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.86,84.92,3
675,Gerkhu,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.87,84.93,3
676,Haldekalika,Dhading,All Year,Temple area,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.88,84.94,3
677,Hiramanitar,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.89,84.95,3
678,Ramche,Rasuwa,All Year,High pasture,Village & Rural Tourism,"Trekking, Pasture",Hard,Trail,28.2,85.4,3
679,Thuman,Rasuwa,All Year,Valley,Natural Attractions,"Trekking, Viewpoint",Moderate,Trail,28.21,85.42,3
680,Rasuwa,Rasuwa,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,28.22,85.43,3
681,Rasuwagadhi,Rasuwa,All Year,Border fort,Village & Rural Tourism,"History, Viewpoint",Easy,Road,28.18,85.35,3
682,Tempu-Helambu Trek,Sindhupalchok,Mar–May; Sep–Nov,Trekking; Village; Nature; Mountain Views,Trekking & Adventure,Trekking; Camping; Photography; Cultural Experience,Moderate,Flight + Trekking,27.745,85.638,1
683,Chilime,Rasuwa,All Year,Hydropower area,Village & Rural Tourism,Visit,Easy,Road,28.16,85.43,3
684,Saramthali,Rasuwa,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,28.15,85.44,3
685,Doglang,Rasuwa,All Year,Langtang area,Village & Rural Tourism,Trekking,Hard,Trail,28.19,85.48,3
686,Old Langtang Village,Rasuwa,All Year,Trekking ruin site,Trekking & Adventure,"Trekking, Visit",Hard,Trail,28.21,85.52,3
687,Tsangbu Ri,Rasuwa,All Year,Peak,Village & Rural Tourism,Mountaineering,Hard,Expedition,28.22,85.53,3
688,Raksirang,Makwanpur,All Year,Rural municipality,Village & Rural Tourism,Local visit,Easy,Road,27.333,85.02,3
689,Bharta Pundyadevi,Makwanpur,All Year,Village/Temple,Cultural & Religious Sites,Local visit,Easy,Road,27.32,85.03,3
690,Gogane,Lalitpur,All Year,Hill hamlet,Natural Attractions,"Trekking, View",Moderate,Trail,27.6,85.35,3
691,Agara,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.61,85.36,3
692,Tasarpu,Lalitpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.62,85.37,3
693,Kewalpur,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.34,85.04,3
694,Jeewanpur,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.35,85.05,3
695,Chhatre Deurali,Makwanpur,All Year,Hill/Pass,Natural Attractions,Trekking,Moderate,Trail,27.36,85.06,3
696,Mudkhu,Makwanpur,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.37,85.07,3
697,Okharpauwa,Nuwakot,All Year,Municipality,Urban & Modern Attractions,Local services,Easy,Road,27.88,85.12,3
698,Kakani,Nuwakot,All Year,Hill station,Natural Attractions,"Viewpoint, Hiking",Easy,Road,27.901,85.265,3
699,Bhadratar,Nuwakot,All Year,Hill,Natural Attractions,Hiking,Moderate,Road,27.92,85.15,3
700,Kharanitar,Nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.93,85.14,3
701,Likhu (generic),Bagmati,All Year,River/Valley,Natural Attractions,"Trekking, Local visit",Moderate,Road/Trail,27.8,85.3,3
702,Talakhu,Kathmandu/Kavre,All Year,River/Area,Natural Attractions,Local visit,Easy,Road,27.7,85.4,3
703,Gajuri,Dhading,All Year,Municipality,Urban & Modern Attractions,"Market, Local visit",Easy,Road,27.9,84.9,3
704,Chuwabote Gaun,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.88,84.92,3
705,Jyamrung,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.87,84.91,3
706,Katunge,Dhading,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.86,84.9,3
707,Gokarneshwor Temple,Kathmandu,Oct–Dec,"Religious, Cultural",Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7107° N,85.3390° E,3
708,Tripureswor,Kathmandu,Oct–Dec,"Religious, Cultural",Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6953° N,85.3130° E,3
709,Salyankot,Dhading,Oct–Dec,"Scenic, Rural",Natural Attractions,"Hiking, Photography",Moderate,Trail,27.9494° N,84.9744° E,3
710,Mahavir,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6880° N,85.3245° E,3
711,Vharse Pokhari,Dhading,Oct–Dec,"Nature, Waterbody",Natural Attractions,Trekking,Moderate,Trail,27.9632° N,85.0167° E,3
712,Gangajamuna,Dhading,Oct–Dec,Waterfall,Natural Attractions,Trekking,Moderate,Trail,27.9744° N,84.9761° E,3
713,Gumdi,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9431° N,84.9689° E,3
714,Khaniyanbas,Dhading,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9511° N,84.9811° E,3
715,Satyadevi Mandir,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6822° N,85.3194° E,3
716,Kintang,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9578° N,84.9811° E,3
717,Salme,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9656° N,84.9733° E,3
718,Bhalche,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9611° N,84.9700° E,3
719,Kaule,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9572° N,84.9689° E,3
720,Fikuri,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9533° N,84.9667° E,3
721,Jibjibe,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9500° N,84.9656° E,3
722,Bhorle,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9467° N,84.9639° E,3
723,Jharlang,Dhading,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.9433° N,84.9622° E,3
724,Hetauda,Makwanpur,Oct–Dec,"Urban, Historic",Urban & Modern Attractions,Sightseeing,Easy,Road,27.4100° N,85.0294° E,3
725,Sukaura,Makwanpur,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.4000° N,85.0200° E,3
726,Lattaramveshwar Mahadev Temple,Makwanpur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.4200° N,85.0400° E,3
727,Ichankhu Narayan,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6878° N,85.3242° E,3
728,Harnamadi,Dhading,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9394° N,84.9600° E,3
729,Shreepur Chhatiwan,Makwanpur,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.4300° N,85.0500° E,3
730,Gundu,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6700° N,85.3300° E,3
731,Manthali,Ramechhap,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.3333° N,86.0500° E,3
732,Asrang,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3200° N,86.0400° E,3
733,Chamere Cave,Ramechhap,Oct–Dec,Natural,Village & Rural Tourism,"Caving, Hiking",Challenging,Trail,27.3100° N,86.0300° E,3
734,Gotikhel,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6600° N,85.3400° E,3
735,Koteshwor,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.6500° N,85.3500° E,3
736,Chyamrang Besi,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6400° N,85.3600° E,3
737,Tin Tale Waterfall,Kathmandu,Oct–Dec,Nature,Natural Attractions,Trekking,Moderate,Trail,27.6300° N,85.3700° E,3
738,Manikhel,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6200° N,85.3800° E,3
739,Kalanti,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6100° N,85.3900° E,3
740,Malpi,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6000° N,85.4000° E,3
741,KapalKot,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5900° N,85.4100° E,3
742,Mahendrajyoti,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5800° N,85.4200° E,3
743,Baramchi,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5700° N,85.4300° E,3
744,Mankha,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5600° N,85.4400° E,3
745,Baneshwor,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.5500° N,85.4500° E,3
746,Yalmu Waterfall,Ramechhap,Oct–Dec,Nature,Natural Attractions,Trekking,Moderate,Trail,27.3400° N,86.0600° E,3
