destination,clean_text,spring,summer,autumn,winter,cluster
barsunchet,village village rural tourism nature visit located barsunchet small settlement known farming practice scenic landscape offer authentic rural experience away urban center,0,0,0,0,0
bungtang,village village rural tourism cultural visit village nuwakot district bungtang surrounded hill river known traditional house cultural heritage natural environment,0,0,0,0,0
deurali,village rural tourism hiking view common name several village across nepal deurali typically refers settlement located hill ridge area popular viewpoint short hike,0,0,0,0,4
tupche,village village rural tourism local visit rural settlement nuwakot district tupche known agricultural lifestyle scenic surroundings reflects simplicity village life nepal,0,0,0,0,0
chappthoke,village village rural tourism local visit small village surrounded terraced field hill chappthoke quiet rural destination offering cultural immersion natural beauty,0,0,0,0,0
pokhari gaun,village pond village rural tourism local visit photography literally meaning village pond pokhari gaun traditional settlement water source play central role daily life peaceful rural area cultural significance,0,0,0,0,0
champani gaun,village village rural tourism local visit hillside village known farming practice community tradition champani gaun offer visitor glimpse authentic rural nepali life,0,0,0,0,0
yarsa,village village rural tourism hiking local visit village nuwakot district yarsa surrounded hill river known cultural heritage agricultural lifestyle,0,0,0,0,0
urleni (helambu area),helambu village village rural tourism trekking culture located helambu region urleni tamang village offering cultural immersion scenic view part trekking route highlight himalayan tradition,0,0,0,0,0
shikharbesi (nuwakot),urban modern attraction local visit settlement nuwakot district shikharbesi known rural charm traditional lifestyle surrounded hill forest making peaceful destination,0,0,0,0,4
ghyangphedi,village village rural tourism trekking culture village nuwakot district ghyangphedi culturally rich surrounded natural landscape stop trekker exploring northern hill,0,0,0,0,0
helambu,trekking region trekking adventure trekking monastery region north kathmandu helambu famous tamang sherpa culture monastery scenic trekking route popular destination short himalayan trek,0,0,0,0,4
bhotang,village village rural tourism trekking village sindhupalchok district bhotang part helambu trekking circuit known cultural tradition mountain view,0,0,0,0,0
pachpokhari,sacred lake natural attraction pilgrimage trekking meaning five lake pachpokhari sindhupalchok sacred pilgrimage site surrounded alpine scenery attracts trekker devotee,0,0,0,0,4
phurbi chyachu,natural attraction expedition trekking peak langtang region phurbi chyachu striking mountain often admired trekking route add scenic beauty himalaya,0,0,0,0,4
tatopani (sindhupalchok),hot spring wellness relaxation bathing relax village near border tatopani famous natural hot spring popular stop traveler seeking relaxation healing bath,0,0,0,0,4
kodari,border town urban modern attraction trade transit border town sindhupalchok district kodari connects nepal tibet via friendship bridge historical trade significance,0,0,0,0,4
phulpingkatti,village village rural tourism local visit rural settlement sindhupalchok district phulpingkatti known cultural tradition hillside farming reflects authentic village life,0,0,0,0,0
bigu,village village rural tourism hiking trekking village dolakha district bigu home bigu gompa buddhist monastery spiritual site surrounded scenic hill,0,0,0,0,0
singati,municipality urban modern attraction local visit town dolakha district singati serf gateway trekking route rolwaling valley local trade center cultural natural significance,0,0,0,0,4
suri,village village rural tourism local visit suri hillside settlement known terraced field traditional lifestyle village offer scenic view surrounding valley often visited trekker exploring rural trail cultural practice agricultural heritage make peaceful destination immersion authentic nepali life,0,0,0,0,0
jhyaku,village village rural tourism local visit jhyaku rural village surrounded forest farmland reflects simplicity living traditional house shrine forming heart settlement area ideal short hike cultural exploration,0,0,0,0,0
gorpang,village village rural tourism local visit gorpang small settlement hill known agricultural practice natural beauty provides glimpse rural nepali life terraced field scenic landscape,0,0,0,0,0
lamidada,hill village natural attraction local visit lamidada hilltop area offering panoramic view valley distant himalayan peak popular stop trekker local cultural shrine adding spiritual significance site,0,0,0,0,4
jiri,hill town natural attraction trekking start point jiri often called switzerland nepal hill town dolakha district historically significant starting point early everest expedition surrounded lush hill alpine scenery jiri combine cultural heritage trekking opportunity,0,0,0,0,4
rasnalu,village village rural tourism trekking culture rasnalu rural village known farming lifestyle traditional practice surrounded hill river offering peaceful environment visitor seeking authentic cultural immersion,0,0,0,0,0
gupteshwor (ramechhap),temple cultural religious site pilgrimage visit gupteshwor sacred temple ramechhap district dedicated lord shiva spiritual site visited pilgrim local surrounded natural landscape enhance serene atmosphere,0,0,0,0,6
ramechhap (hq),district hq village rural tourism service market ramechhap headquarters administrative center district serving hub governance trade community activity blend modern development traditional culture making gateway rural destination,0,0,0,0,4
rampur (ramechhap),town urban modern attraction local visit rampur settlement ramechhap district known agricultural lifestyle cultural tradition reflects harmony rural living natural surroundings,0,0,0,0,4
himganga,mountain village natural attraction trekking himganga scenic area associated river hill valued natural beauty serf peaceful retreat visitor,0,0,0,0,4
melamchi,town urban modern attraction water project site market melamchi sindhupalchok district famous river water supply project town surrounded hill serf gateway rural settlement trekking route,0,0,0,0,4
sipalkavre,village village rural tourism local visit sipalkavre hillside village known farming practice traditional lifestyle offer scenic view cultural immersion visitor,0,0,0,0,0
chhiku,village village rural tourism local visit chhiku rural settlement surrounded terraced field forest reflects authentic nepali village life tradition ritual,0,0,0,0,0
sindurche,village village rural tourism local visit indurche small village known agricultural lifestyle cultural practice offer peaceful environment visitor seeking rural immersion,0,0,0,0,0
gunsakot,village village rural tourism local visit gunsakot hillside settlement surrounded forest farmland reflects traditional community life offer scenic view valley hill,0,0,0,0,0
golche,village village rural tourism trekking golche rural village known farming practice cultural tradition surrounded hill river making peaceful destination,0,0,0,0,0
pangtang,village village rural tourism local visit pangtang settlement sindhupalchok district often visited trekker exploring northern route reflects rural charm traditional lifestyle,0,0,0,0,0
nampha,village village rural tourism local visit nampha hillside village offering scenic view cultural immersion known farming practice traditional house,0,0,0,0,0
budhanilkantha,temple area cultural religious site pilgrimage visit budhanilkantha located north kathmandu famous reclining statue lord vishnu pond major pilgrimage site blend spiritual devotion cultural heritage,0,0,0,0,6
gokarneshwor,cultural religious site pilgrimage visit gokarneshwor sacred temple complex bank bagmati river dedicated lord shiva important pilgrimage site especially festival,0,0,0,0,6
bajrayogini temple,temple cultural religious site pilgrimage hike located sankhu bajrayogini temple buddhist shrine dedicated goddess bajrayogini spiritual site surrounded forest hill attracting devotee visitor,0,0,0,0,6
sundarijal waterfall,waterfall natural attraction hiking picnic sundarijal waterfall popular natural attraction near kathmandu starting point helambu trek offer scenic beauty picnic spot hiking opportunity,0,0,0,0,4
salinadi temple,temple cultural religious site pilgrimage salinadi temple sankhu associated madhav narayan festival devotee perform ritual along river making spiritually significant site,0,0,0,0,6
banepa,town urban modern attraction heritage market banepa historic town kavre district known temple traditional house cultural festival hub newar heritage trade,0,0,0,0,4
namobuddha,monastery cultural religious site meditation visit namobuddha sacred buddhist site kavre district associated legend buddha selfless offering home monastery offer peaceful surroundings,0,0,0,0,4
dapcha chhatrebangh,village village rural tourism local visit dapcha chhatrebangh rural settlement kavre district known cultural tradition scenic landscape reflects authentic rural life,0,0,0,0,0
panchkhal,municipality urban modern attraction local visit market panchkhal fertile valley kavre district known agriculture traditional lifestyle surrounded hill river,0,0,0,0,4
dolalghat,river crossing natural attraction rafting nearby local visit dolalghat riverside town famous fish scenic view popular stop traveler along arniko highway,0,0,0,0,4
phalate (bhumlu),village village rural tourism local visit phalate bhumlu rural settlement known farming practice cultural tradition offer scenic view hill valley,0,0,0,0,0
bhumlutar,village village rural tourism local visit bhumlutar hillside village surrounded forest farmland reflects traditional community life offer cultural immersion,0,0,0,0,0
saping,village village rural tourism hiking saping rural settlement kavre district known agricultural lifestyle scenic surroundings,0,0,0,0,0
kalika (kavre),natural attraction pilgrimage hike kalika kavre district spiritual site dedicated goddess kalika surrounded hill forest making peaceful destination,0,0,0,0,4
sunkhani,valley natural attraction hiking local visit sunkhani rural village known farming practice cultural tradition offer scenic view authentic rural experience,0,0,0,0,0
timure,village rural tourism trekking approach timure border town rasuwa district serving gateway tibet historical trade significance,0,0,0,0,4
chitlang,heritage village cultural religious site hiking cultural visit chitlang makwanpur district historic newar settlement surrounded hill forest known cultural heritage organic farming scenic beauty,0,0,0,0,6
markhu,village village rural tourism local visit markhu lakeside village near kulekhani reservoir popular boating fishing scenic view surrounding hill,0,0,0,0,0
fakhel,village village rural tourism local visit fakhel rural settlement makwanpur district known farming practice cultural tradition,0,0,0,0,0
dakshinkali,temple cultural religious site worship dakshinkali temple south kathmandu dedicated goddess kali famous animal sacrifice festival powerful spiritual site,0,0,0,0,6
chhampi,village village rural tourism local visit chhampi rural settlement lalitpur district known farming lifestyle cultural tradition,0,0,0,0,0
tahakhel,village rural tourism local visit tahakhel hillside village surrounded forest farmland reflects traditional community life,0,0,0,0,0
maneshwor mahadev temple,temple cultural religious site worship maneshwor mahadev temple hindu shrine dedicated lord shiva spiritual site visited local festival,0,0,0,0,6
dandagaun,village village rural tourism local visit dandagaun rural settlement surrounded terraced field hill reflects authentic rural life,0,0,0,0,0
badikhel,village village rural tourism local visit badikhel village lalitpur district known farming practice cultural tradition,0,0,0,0,0
godawari,botanical garden park natural attraction nature visit hiking godawari botanical cultural destination south kathmandu famous garden biodiversity scenic beauty,0,0,0,0,4
chapakharka,hill area natural attraction hiking view chapakharka hillside village surrounded forest farmland offer scenic view cultural immersion,0,0,0,0,4
ryale,village village rural tourism local visit ryale rural settlement kavre district known farming lifestyle traditional practice,0,0,0,0,0
mahendrajyoti,landmark village rural tourism visit mahendrajyoti hillside village surrounded forest farmland reflects traditional community life,0,0,0,0,0
ugratara janagal,cultural religious site pilgrimage ugratara janagal temple dedicated goddess ugratara kavre district spiritual site cultural significance,0,0,0,0,6
nala ugrachandi,temple cultural religious site pilgrimage nala ugrachandi temple kavre district dedicated goddess ugrachandi spiritual landmark surrounded traditional settlement,0,0,0,0,6
devitar,religious area cultural religious site pilgrimage devitar hillside settlement surrounded terraced field forest reflects traditional rural lifestyle nepal agriculture main occupation village peaceful offer scenic view valley distant hill local shrine community gathering add cultural depth making devitar destination seeking authentic village experience,0,0,0,0,0
nakhipot,residential area village rural tourism local visit nakhipot residential area lalitpur district blend traditional newar culture modern development known temple local festival living area grown settlement yet retains cultural root ritual heritage site,0,0,0,0,0
madhyapur thimi,municipality urban modern attraction heritage culture madhyapur thimi located kathmandu bhaktapur vibrant newar town famous pottery colorful festival artisan line street producing clay pot decorative item sustain local tradition thimi also known lively biska jatra festival showcase town cultural richness,0,0,0,0,4
mulpani,local area village rural tourism local visit mulpani growing residential area outskirt kathmandu known open landscape developing infrastructure home mulpani cricket stadium become landmark sport enthusiast area combine rural charm modern expansion,0,0,0,0,0
nayapati,residential area village rural tourism local visit nayapati hillside village northeast kathmandu surrounded forest farmland reflects traditional community life agriculture local shrine forming backbone daily living village offer scenic view peaceful environment,0,0,0,0,0
aalapot,village rural tourism local visit aalapot rural settlement near kathmandu known terraced field traditional house quiet village farming community ritual dominate daily life area surrounded hill making scenic retreat close capital,0,0,0,0,0
mulkharka,village village rural tourism local visit mulkharka village near sundarijal often visited trekker heading toward helambu region surrounded forest river offering natural beauty cultural immersion village known tamang community traditional lifestyle,0,0,0,0,0
dhunche,district hq village rural tourism gateway langtang local service dhunche administrative center rasuwa district serf gateway langtang national park bustling town lodge shop government office catering trekker visitor dhunche combine modern facility cultural tradition making important stop himalayan exploration,0,0,0,0,4
bharkhu,natural attraction trekking local visit bharkhu small settlement near dhunche often used starting point trek langtang valley surrounded hill forest offering scenic view peaceful environment village reflects traditional rural life serf resting place traveler,0,0,0,0,4
chandanbari,village village rural tourism local visit chandanbari also known sing gompa popular stop langtang trekking route famous monastery yak cheese factory attract trekker visitor area offer panoramic view himalaya serf cultural spiritual hub region,0,0,0,0,4
mukharka,village village rural tourism local visit mukharka hillside village surrounded terraced field forest reflects traditional community life agriculture shrine forming core daily living village offer scenic view cultural immersion visitor,0,0,0,0,0
sherpagaon,village village rural tourism trekking sherpagaon tamang village langtang region known traditional house hospitality stop trekker exploring langtang valley offering cultural immersion scenic view surrounding mountain,0,0,0,0,0
khangjim,village village rural tourism trekking khangjim small settlement langtang region often visited trekker reflects traditional tamang culture offer peaceful environment surrounded hill forest village known hospitality cultural tradition,0,0,0,0,0
bhalche,village village rural tourism local visit bhalche rural village nuwakot district surrounded hill river reflects authentic rural life farming community ritual forming backbone daily living village offer scenic view cultural immersion,0,0,0,0,0
fikuri,village village rural tourism local visit fikuri hillside settlement known natural beauty traditional lifestyle surrounded forest terraced field offering peaceful environment visitor seeking rural immersion,0,0,0,0,0
archale,village village rural tourism local visit archale rural village surrounded hill farmland reflects traditional community life agriculture shrine forming core daily living village offer scenic view cultural immersion,0,0,0,0,0
laharepauwa,village village rural tourism local visit laharepauwa settlement rasuwa district known rural charm traditional lifestyle surrounded hill river offering peaceful environment visitor village reflects authentic living,0,0,0,0,0
kumpur,village village rural tourism local visit kumpur hillside settlement dhading district bagmati province situated around meter sea level historically village development committee population nearly early village known ghale community alongside gurung newar magar group preserving distinct tradition terraced field warm climate make suitable farming surrounding hill provide scenic view peaceful rural lifestyle,0,0,0,0,0
adamtar,village village rural tourism local visit adamtar lie siddhalek dhading elevation meter small locality close adamghat amilchhap kathmandu km away settlement surrounded fertile valley part siddhalek rural municipality integrates several former vdcs proximity capital make accessible yet retains rural charm,0,0,0,0,0
belinitar,village village rural tourism local visit belinitar village dhading district notable small primary school shree belinitar pra vi school serf modest student population reflecting rural character area belinitar lie near gajuri surrounded agricultural land family engaged farming local trade educational institution highlight community focus literacy development,0,0,0,0,0
bhutiya,village village rural tourism local visit bhutiya locality udayapurgadhi koshi province situated elevation meter lie km kathmandu surrounded hill fertile plain name bhutiya also associated bhotiya ethnic group trace cultural tie tibet practice buddhism settlement reflects blend heritage nepali rural life,0,0,0,0,0
taruka,temple area cultural religious site pilgrimage taruka nuwakot district famous vegetable farming annual bullfight festival held makar sankranti population nearly village thrives agriculture supplying produce nearby town bullfight tradition unique cultural marker drawing visitor symbolizing communal celebration,0,0,0,0,4
gorsyang,area village rural tourism local visit gorsyang another nuwakot settlement historically village development committee resident lie km kathmandu surrounded terraced hill community primarily agricultural household cultivating crop raising livestock location offer panoramic view tranquil rural atmosphere,0,0,0,0,0
charghare,village village rural tourism local visit charghare nuwakot small village people known jalpadevi temple sloping terrain settlement includes several hamlet like chainpur mulabari resident farmer though modern house increasingly replacing traditional structure temple surrounding hill make culturally scenically significant site,0,0,0,0,0
gerkhu,village village rural tourism local visit gerkhu lie within gorkha district region historically tied unification nepal specific detail gerkhu limited broader district renowned cultural heritage including gorkha durbar legacy gurkha soldier gerkhu likely share mix history agriculture hilly terrain,0,0,0,0,0
haldekalika,temple area cultural religious site pilgrimage haldekalika part suryagadhi rural municipality nuwakot merged nearby vdcs form municipality area span square kilometer population around characterized diverse ethnic group agricultural livelihood ganesh himal visible ridge,0,0,0,0,4
hiramanitar,village village rural tourism local visit information hiramanitar scarce rural locality nepal likely within bagmati province like hill settlement expected feature terraced farming traditional house mix ethnic community,0,0,0,0,0
ramche,high pasture village rural tourism trekking pasture ramche exists multiple district including sindhupalchok rasuwa sindhupalchok nearly resident rasuwa kalika area ramche sits meter part trekking route offering view ganesh himal manaslu homestay program allow visitor experience local tamang culture,0,0,0,0,4
thuman,valley natural attraction trekking viewpoint thuman tamang village rasuwa district located meter part tamang heritage trail offer view langtang lirung ganesh himal village culturally rich traditional tamang house buddhist practice warm hospitality remote setting make highlight trekker,0,0,0,0,4
rasuwagadhi,border fort village rural tourism history viewpoint rasuwagadhi historic fort border point tibet built lie along trishuli river near timure recently faced flood damage remains key trade gateway fort ruin symbolize nepal military history strategic location commerce,0,0,0,0,4
tempu-helambu trek,trekking village nature mountain view trekking adventure trekking camping photography cultural experience helambu trek short accessible trek near kathmandu lasting day pass rhododendron forest tamang sherpa village monastery highlight include ama yangri viewpoint cultural immersion trek moderate difficulty offer view langtang ganesh himal,1,0,1,0,1
chilime,hydropower area village rural tourism visit chilime known hydropower plant rasuwa commissioned project generates mw symbolizes nepal push renewable energy surrounding area mountainous chilime river flowing valley,0,0,0,0,4
saramthali,village village rural tourism local visit saramthali rasuwa lie meter resident village surrounded hill river agriculture main livelihood proximity laharepauwa dandagaun connects tamang community,0,0,0,0,0
doglang,langtang area village rural tourism trekking doglang bagmati province subarctic climate cool summer dry winter receives mm rainfall annually rainy day settlement rural farming adapted cooler climate,0,0,0,0,4
old langtang village,trekking ruin site trekking adventure trekking visit langtang village rasuwa destroyed avalanche thriving trekking hub lodge cheese factory deep tibetan root dating back century tragedy reshaped valley rebuilding effort continue,0,0,0,0,4
tsangbu ri,peak village rural tourism mountaineering tsangbu ri also called kimshung peak langtang national park lie near border tibet flanked glacier though unclimbed striking feature langtang valley offering dramatic view alongside langtang lirung,0,0,0,0,4
raksirang,rural municipality village rural tourism local visit raksirang rural municipality makwanpur district resident tamang chepang community dominate preserving unique language tradition area hilly agriculture forestry key livelihood,0,0,0,0,0
bharta pundyadevi,cultural religious site local visit bharta pundyadevi makwanpur kailash rural municipality resident hill settlement tamang hindu community village culturally tied kailash region farming backbone,0,0,0,0,0
gogane,hill hamlet natural attraction trekking view gogane makwanpur nearly resident part kailash rural municipality lie km kathmandu village agricultural tamang community forming majority,0,0,0,0,4
agara,village village rural tourism local visit agara makwanpur nearly resident diverse settlement tamang chhetri brahmin group farming dominates maize millet staple cultural diversity reflects broader bagmati hill,0,0,0,0,0
tasarpu,village village rural tourism local visit tasarpu also called tasarphu former village development committee dhading district bagmati province census population living household today part rural municipality cover square kilometer settlement surrounded terraced hill fertile valley agriculture main livelihood also known attraction like mini lumbini talku hill make small culturally vibrant destination,0,0,0,0,0
kewalpur,village village rural tourism local visit kewalpur lie bagmati province km west kathmandu situated meter subtropical climate warm summer mild winter area receives heavy rainfall averaging mm annually making suitable farming small rural locality traditional house mix ethnic group reflecting diversity central nepal,0,0,0,0,0
jeewanpur,village village rural tourism local visit jeewanpur jiwanpur former vdc dhading district nearly resident across household village surrounded hill river agriculture backbone economy today jeewanpur part rural municipality known scenic trail cultural homestays proximity kathmandu making peaceful retreat,0,0,0,0,0
chhatre deurali,natural attraction trekking chhatre deurali dhading district population part bagmati province rural municipality area surrounded lush hill offer panoramic view making hidden gem visitor seeking tranquility cultural life tied hindu tradition temple local festival shaping community identity,0,0,0,0,4
mudkhu,village village rural tourism local visit mudkhu locality tarakeshwor municipality kathmandu district situated meter lie km northwest kathmandu area known proximity nagarjun forest reserve offer hiking trail yoga retreat cultural homestays mudkhu blend rural charm easy access capital making popular short escape,0,0,0,0,0
okharpauwa,municipality urban modern attraction local service okharpauwa part kakani rural municipality nuwakot district historically vdc population today integrated kakani famous strawberry trout farming mountain view okharpauwa farming community terraced field traditional house lie along pasang lhamu highway,0,0,0,0,4
kakani,hill station natural attraction viewpoint hiking kakani hill station nuwakot district located km northwest kathmandu meter famous strawberry farm trout fish panoramic view ganesh himal langtang range kakani also home gurkha welfare bungalow adventure camp making popular weekend destination,0,0,0,0,4
bhadratar,hill natural attraction hiking bhadratar nuwakot district population lie meter surrounded fertile valley community primarily agricultural maize millet staple crop small population scenic setting make quiet rural settlement,0,0,0,0,4
kharanitar,village village rural tourism local visit kharanitar small vdc nuwakot district population located meter home diverse caste including shrestha tamang uprety family village heavily affected earthquake rebuilding since remains culturally diverse scenic settlement,0,0,0,0,0
likhu (generic),natural attraction trekking local visit likhu rural municipality nuwakot one smallest bagmati province covering square kilometer formed merging several former vdcs including khanigaun suryamati area agricultural potato maize key crop likhu also tied hydropower project like highlight economic potential,0,0,0,0,4
talakhu,natural attraction local visit talakhu nuwakot district population situated meter surrounded hill neighboring village like chhap haibung community agricultural traditional house hindu temple shaping cultural life,0,0,0,0,0
gajuri,municipality urban modern attraction market local visit gajuri rural municipality dhading district covering square kilometer population lie along prithvi highway making key transit hub kathmandu pokhara gajuri diverse hindu buddhist muslim community known fertile valley trade center,0,0,0,0,4
chuwabote gaun,village village rural tourism local visit chuwabote gaun small locality bagmati province surrounded hill valley agriculture main livelihood area rural less documented like hill village feature terraced farming traditional house,0,0,0,0,0
jyamrung,village village rural tourism local visit jyamrung dhading district scenic hill village offering panoramic view ganesh himal langtang range known community homestays cultural trek jyamrung trek moderate route pass rural village temple green hill making ideal cultural immersion,0,0,0,0,0
katunge,village village rural tourism local visit katunge katunje dhading population accessible dirt road dhading besi though monsoon rain often cut access village several school initiative like future village promote education katunge typical hill settlement farming cultural diversity,0,0,0,0,0
gokarneshwor temple,religious cultural cultural religious site pilgrimage gokarneshwor mahadev temple located gokarna village east kathmandu one nepal oldest revered shiva temple situated bank bagmati river surrounded gokarna forest temple especially significant gokarne aunsi father day devotee perform ritual deceased father architecturally date back licchavi malla period intricate stone carving structure,0,0,1,1,5
tripureswor,religious cultural cultural religious site pilgrimage tripureswor dhading district historic settlement along netrawati river census population across household area politically active nepal insurgency year remains culturally significant river provides fertile land agriculture tripureshwor mahadev temple kathmandu one nepal largest shiva shrine rebuilt earthquake,0,0,1,1,5
salyankot,scenic rural natural attraction hiking photography salyankot former vdc dhading district population hillside settlement hindu tradition terraced farming area known cultural resilience scenic view,0,0,1,1,2
mahavir,religious cultural religious site pilgrimage mahavir nepal associated mahavir jayanti celebrated jain community mahavir founder jainism revered teaching restraint nepal philosophy respected across community emphasizing tolerance unity,0,0,1,1,5
vharse pokhari,nature waterbody natural attraction trekking though specific detail vharse pokhari limited pokhari settlement nepal often refer natural pond lake place culturally tied water ritual serve community gathering spot,0,0,1,1,5
gangajamuna,waterfall natural attraction trekking gangajamuna rural municipality dhading formed merging rigaun gumdi phulkharka baseri budhathum cover population agriculture tourism infrastructure development pillar scenic hill river shaping landscape,0,0,1,1,2
gumdi,rural scenic natural attraction hiking gumdi dhading population lie meter surrounded hill valley community agricultural hindu tradition dominating local culture,0,0,1,1,7
khaniyanbas,rural village rural tourism hiking khaniyabas rural municipality dhading established merging several vdcs span population literacy rate area known scenic ridge tamang community,0,0,1,1,2
satyadevi mandir,religious cultural religious site pilgrimage satyadevi temple exist multiple district including palpa bhojpur palpa temple near satyawati lake meter dedicated goddess satyawati magar community devotee shout wish aloud unique ritual tied local belief,0,0,1,1,5
kintang,rural scenic natural attraction hiking kintang nuwakot population hillside settlement terraced farming traditional house community small culturally rich reflecting rural life central nepal,0,0,1,1,2
salme,rural scenic natural attraction hiking salme nuwakot resident quiet village traditional house terraced field documentary highlight magar tamang tradition making culturally vibrant settlement,0,0,1,1,2
kaule,rural scenic natural attraction hiking kaule nuwakot resident lie near kakani dharmasthali surrounded fertile valley community agricultural maize millet staple,0,0,1,1,7
jibjibe,rural scenic natural attraction hiking jibjibe rasuwa resident lie south langtang national park gateway trek village offer valley view tamang hospitality making cultural stop trekker,0,0,1,1,5
bhorle,rural scenic natural attraction hiking bhorle rasuwa resident lie meter surrounded laharepauwa kharanitar community agricultural hindu tradition shaping cultural life,0,0,1,1,7
jharlang,rural scenic natural attraction hiking jharlang dhading resident buddhist tamang village also known landslide like jharlang pairo area reflects resilience amid geological challenge,0,0,1,1,2
hetauda,urban historic urban modern attraction sightseeing hetauda city makwanpur district population known green city lie meter hub trade industry culture attraction include bhutandevi temple kushmanda sarowar triveni dham,0,0,1,1,5
sukaura,rural village rural tourism hiking sukaura makwanpur resident lie meter makwanpurgadhi rural municipality community agricultural terraced field traditional house,0,0,1,1,2
lattaramveshwar mahadev temple,religious cultural religious site pilgrimage located makwanpur bhimphedi area shiva temple sits meter reached steep hike offer panoramic view kathmandu valley temple growing pilgrimage site known spiritual significance scenic setting,0,0,1,1,5
ichankhu narayan,religious cultural religious site pilgrimage ichangu narayan temple near swayambhunath kathmandu dedicated vishnu built around ad pagoda style one valley four narayan temple site feature garuda statue vaishnavite symbol restored earthquake,0,0,1,1,5
harnamadi,rural village rural tourism hiking harnamadi makwanpur part hetauda submetropolitan city resident area includes site like gumbadanda goraksha tal historically tied battle nepal unification prithvi narayan shah,0,0,1,1,2
shreepur chhatiwan,rural village rural tourism hiking shreepur chhatiwan lie makwanpur district bagmati province part chhatiwan rural municipality growing settlement fertile plain hilly terrain serving hub agriculture trade area known mixed community role gateway hetauda eastern hill,0,0,1,1,2
gundu,rural village rural tourism hiking gundu historic village bhaktapur district famous traditional newar culture temple surrounded fertile field lie close bhaktapur city settlement preserve ancient architecture festival making culturally rich destination,0,0,1,1,2
manthali,urban urban modern attraction sightseeing manthali headquarters ramechhap district bagmati province situated along tamakoshi river bustling town administrative office school market manthali also known gateway flight lukla peak trekking season making strategically important tourism,0,0,1,1,5
asrang,rural village rural tourism hiking asrang rural settlement lalitpur district located southern hill known terraced field traditional house buddhist hindu shrine area culturally diverse tamang newar community shaping tradition,0,0,1,1,2
chamere cave,natural village rural tourism caving hiking chamere cave also called bat cave located pokhara kaski district one nepal largest cave stretching meter cave home thousand bat popular tourist attraction offering adventurous exploration narrow passage limestone formation,0,0,1,1,5
gotikhel,rural village rural tourism hiking gotikhel lalitpur district small town known agricultural field traditional lifestyle lie along road connecting southern lalitpur village serf local market hub community primarily newar festival ritual tied kathmandu valley tradition,0,0,1,1,2
koteshwor,religious cultural religious site pilgrimage koteshwor major urban hub kathmandu located junction arniko highway ring road bustling commercial residential area shopping center school hospital historically koteshwor mahadev temple landmark today area gateway bhaktapur lalitpur,0,0,1,1,5
chyamrang besi,rural village rural tourism hiking chyamrang besi lamjung district hillside settlement surrounded terraced field river part trekking route reflects gurung culture area scenic view annapurna range traditional homestays,0,0,1,1,2
tin tale waterfall,nature natural attraction trekking tin tale jharana waterfall located sindhupalchok district natural attraction three cascading level surrounded lush forest waterfall popular among domestic tourist tied local myth purity renewal,0,0,1,1,5
manikhel,rural village rural tourism hiking manikhel lalitpur district tamang village situated southern hill known buddhist monastery traditional house cultural festival area scenic view mahabharat range fertile valley,0,0,1,1,2
kalanti,rural village rural tourism hiking kalanti rural locality bagmati province surrounded hill agricultural land less documented reflects typical lifestyle hill community farming trade livelihood,0,0,1,1,2
malpi,rural village rural tourism hiking malpi kavrepalanchok district famous malpi international school one nepal leading private institution area hill river shaping landscape malpi blend modern education traditional village life,0,0,1,1,2
kapalkot,rural village rural tourism hiking kapalkot sindhupalchok district small settlement known temple hillside view name suggests tie hindu mythology kapal referring skull head often linked shiva tradition,0,0,1,1,2
baramchi,rural village rural tourism hiking baramchi sindhupalchok district resident lie meter surrounded fertile valley community agricultural hindu tradition shaping cultural life,0,0,1,1,7
mankha,rural village rural tourism hiking mankha sindhupalchok district resident lie meter part settlement area agricultural maize millet staple crop,0,0,1,1,7
baneshwor,religious cultural religious site pilgrimage baneshwor kathmandu major residential commercial hub divided new baneshwor old baneshwor government office embassy shopping center baneshwor also home baneshwor mahadev temple historic shrine,0,0,1,1,5
yalmu waterfall,nature natural attraction trekking yalmu waterfall sindhupalchok natural attraction surrounded forest hill less documented serf local tourist spot offering scenic beauty cool water,0,0,1,1,5
gathi,rural village rural tourism hiking gathi sindhupalchok district rural settlement terraced farming traditional house part community hindu buddhist tradition shaping culture,0,0,1,1,2
marming,rural village rural tourism hiking marming sindhupalchok district resident lie meter surrounded fertile valley community agricultural hindu tradition dominating local life,0,0,1,1,7
dhuskun,rural village rural tourism hiking dhuskun sindhupalchok district resident lie meter part settlement area agricultural maize millet staple culturally tied hindu tradition,0,0,1,1,7
chaukati,rural village rural tourism hiking chaukati sindhupalchok district hillside settlement population around early surrounded terraced field river agriculture main livelihood community culturally tied hindu tradition temple seasonal festival shaping identity,0,0,1,1,2
ghorthali,rural village rural tourism hiking ghorthali lie sindhupalchok district elevation meter scenic village view himalaya part trekking route region settlement known tamang culture buddhist practice monastery prayer flag dotting hillside,0,0,1,1,2
deudhunga dada,scenic natural attraction hiking deudhunga dada hilltop site sindhupalchok known religious significance name deudhunga refers sacred stone often tied local legend worship hill offer panoramic view valley serf pilgrimage destination,0,0,1,1,5
seti mata,religious cultural religious site pilgrimage seti mata hindu shrine dedicated goddess associated purity river temple name often located near water source devotee perform ritual blessing site culturally important local community especially annual fair,0,0,1,1,5
kalinchowk bhagawati temple,religious cultural religious site pilgrimage kalinchowk bhagawati temple dolakha district one nepal famous pilgrimage site situated meter dedicated goddess bhagawati temple reached cable car trekking offer panoramic view gaurishankar langtang everest range especially popular janai purnima,0,0,1,1,5
