destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,clean_text,kmeans_cluster,gmm_cluster,dbscan_cluster
813,damauli,tanahun,Oct–Nov,Urbanic,Urban & Modern Attractions,"Market, local trips",Easy,Road,27.95,84.15,4,"Damauli is the headquarters of Tanahun District, located along the Seti River. It is historically significant as the birthplace of Ved Vyas, the sage who composed the Mahabharata. The town is a hub for trade, education, and culture.","['From Kathmandu, drive west via Prithvi Highway to Damauli, Tanahun District.']","[{'event_name': 'Damauli Bazaar Cultural Fair', 'venue': 'Bazaar / Town Square', 'month___season': 'Autumn', 'type': 'Cultural / Trade', 'description___source': 'Folk performances and handicraft exhibitions.'}]",123,['Town at the confluence of rivers with cultural importance.'],Duna Tapari,"X7H4+M3C, Byas 33900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Siddhartha,"X7G8+FX4, Byas 33900",Family-run; cozy stay,4.1,Low (~$10–20),Riverside Hotel Pvt Ltd,Byas 33900,Luxury lodge with scenic mountain views,4,Medium (~$35–60),The Maulik.,"X7PV+97Q, Byas",4,High (~$90+),Vistaar Restaurant,"Balmandir Line, Byas 33900",4.1,Low (~$10–20),Transit Restaurant Damauli,"Balmandir Line, Byas 00977",4,Medium (~$35–60),Duna Tapari,"X7H4+M3C, Byas 33900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Siddhartha,"X7G8+FX4, Byas 33900",Family-run; cozy stay,4.1,Low (~$10–20),Riverside Hotel Pvt Ltd,Byas 33900,Luxury lodge with scenic mountain views,4,Medium (~$35–60),The Maulik.,"X7PV+97Q, Byas",4,High (~$90+),Vistaar Restaurant,"Balmandir Line, Byas 33900",4.1,Low (~$10–20),Transit Restaurant Damauli,"Balmandir Line, Byas 00977",4,Medium (~$35–60),damauli damauli headquarters tanahun district located along seti river historically significant birthplace ved vyas sage composed mahabharata town hub trade education culture urbanic market local trip event name damauli bazaar cultural fair venue bazaar town square month season autumn type cultural trade description source folk performance handicraft exhibition town confluence river cultural importance,1,1,-1
814,arjunchaupari,syangja,Oct–Nov,"Rural, Hills",Natural Attractions,"Hikes, cultural visit",Easy,Road,28.08,83.87,4,Arjunchaupari in Syangja District is a hillside settlement with terraced fields and traditional houses. It is culturally tied to Hindu traditions and is part of the mid-hill communities of Gandaki Province.,"['From Kathmandu, drive west via Prithvi Highway to Arjunchaupari village.']","[{'event_name': 'Arjunchaupari Highland Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Adventure / Cultural', 'description___source': 'Trekking and folk performances.'}]",258,['Hilly settlement with serene landscapes.'],Asbin hous,"3PRM+2G, Arjun Chaupari 33800",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,K.C Restaurant fedhi,"2QX2+289, Arjun Chaupari 33800",4,High (~$90+),Lafa Restaurant,"2QPC+WF9, Khilung Deurali 33801",4.2,Low (~$10–20),Danfe Food And Cafe,Darsing Dahathum 33801,4,Medium (~$35–60),Asbin hous,"3PRM+2G, Arjun Chaupari 33800",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,K.C Restaurant fedhi,"2QX2+289, Arjun Chaupari 33800",4,High (~$90+),Lafa Restaurant,"2QPC+WF9, Khilung Deurali 33801",4.2,Low (~$10–20),Danfe Food And Cafe,Darsing Dahathum 33801,4,Medium (~$35–60),arjunchaupari arjunchaupari syangja district hillside settlement terraced field traditional house culturally tied hindu tradition part mid hill community gandaki province rural hill hike cultural visit event name arjunchaupari highland cultural trek venue hill village month season summer type adventure cultural description source trekking folk performance hilly settlement serene landscape,3,3,-1
815,pelkachaur,syangja,Oct–Nov,"Rural, Hills",Natural Attractions,"Hiking, culture",Easy,Road,28.12,83.8,4,"Pelkachaur in Syangja District is a rural settlement surrounded by fertile valleys. It is primarily agricultural, with maize and millet as staples. The community is culturally tied to Hindu traditions.","['From Kathmandu, drive west via Prithvi Highway to Pelkachaur.']","[{'event_name': 'Pelkachaur Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",159,['Peaceful village with panoramic views and farmland.'],Lovezone hotel,"2RRV+CP3, Gadanta 33800",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,The Roadside Cafe,"The Roadside Cafe, 11 Siddhartha Rajmarg, Putalibazar 33800",4,High (~$90+),Sunlight Restaurant and Tandoori,"3R55+QM5, H10, Putalibazar 33800",4.1,Low (~$10–20),Raniraha restaurant,"2QXW+4FJ, H10, Putalibazar 33800",4,Medium (~$35–60),Lovezone hotel,"2RRV+CP3, Gadanta 33800",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,The Roadside Cafe,"The Roadside Cafe, 11 Siddhartha Rajmarg, Putalibazar 33800",4,High (~$90+),Sunlight Restaurant and Tandoori,"3R55+QM5, H10, Putalibazar 33800",4.1,Low (~$10–20),Raniraha restaurant,"2QXW+4FJ, H10, Putalibazar 33800",4,Medium (~$35–60),pelkachaur pelkachaur syangja district rural settlement surrounded fertile valley primarily agricultural maize millet staple community culturally tied hindu tradition rural hill hiking culture event name pelkachaur village cultural festival venue village ground month season spring type cultural description source folk music dance handicraft peaceful village panoramic view farmland,0,0,-1
816,putalibazar,syangja,Sep–Nov,Urbanic,Urban & Modern Attractions,"Village walk, temples",Easy,Road,28.0667,83.8833,4,"Putalibazar is the headquarters of Syangja District, located at 915 meters. It is a growing town with markets, schools, and administrative offices. The area is surrounded by hills and rivers, making it a scenic urban center.","['From Kathmandu, drive west via Prithvi Highway to Putalibazar, Syangja District.']","[{'event_name': 'Putalibazar Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Adventure / Eco', 'description___source': 'Trekking and local folk performances.'}]",357,['Commercial hub with scenic surroundings and local culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,WELCOME RESTAURANT,"4V5J+GHW, Putalibazar 33800",4,High (~$90+),Simsar Cafe & Restaurant,"4V3C+MQ4, Putalibazar 33800",3.9,Low (~$10–20),Khand Restaurant,Putalibazar 33800,4,Medium (~$35–60),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,WELCOME RESTAURANT,"4V5J+GHW, Putalibazar 33800",4,High (~$90+),Simsar Cafe & Restaurant,"4V3C+MQ4, Putalibazar 33800",3.9,Low (~$10–20),Khand Restaurant,Putalibazar 33800,4,Medium (~$35–60),putalibazar putalibazar headquarters syangja district located meter growing town market school administrative office area surrounded hill river making scenic urban center urbanic village walk temple event name putalibazar highland eco cultural trek venue hill village month season summer type adventure eco description source trekking local folk performance commercial hub scenic surroundings local culture,3,3,-1
817,amppipal,gorkha,Sep–Nov,Rural,Village & Rural Tourism,"Village stay, local culture",Medium,Road,28.067,84.533,4,"Amppipal in Gorkha District is known for Amppipal Hospital, a community-based health institution established with international support. The village is surrounded by hills and forests, with agriculture as the main livelihood.","['From Kathmandu, drive west via Prithvi Highway, then take local road to Amppipal village.']","[{'event_name': 'Amppipal Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",654,['Remote village with traditional rural lifestyle.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Solti Hotel / Vandari Khaja Ghar,"3GFR+388, Palungtar",3.8,High (~$90+),Tara didi khaja ghar,"3HM4+2JW, Harmi",4.2,Low (~$10–20),Barabesa kadali bazaar,"3FGQ+77H, Palungtar",4,Medium (~$35–60),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Solti Hotel / Vandari Khaja Ghar,"3GFR+388, Palungtar",3.8,High (~$90+),Tara didi khaja ghar,"3HM4+2JW, Harmi",4.2,Low (~$10–20),Barabesa kadali bazaar,"3FGQ+77H, Palungtar",4,Medium (~$35–60),amppipal amppipal gorkha district known amppipal hospital community based health institution established international support village surrounded hill forest agriculture main livelihood rural village stay local culture event name amppipal village cultural festival venue village ground month season autumn type cultural description source folk music dance handicraft remote village traditional rural lifestyle,0,0,-1
818,makaikhola,kaski,Sep–Nov,Rural,Village & Rural Tourism,"Village walks, stream-side visits",Easy–Medium,Road,28.2634,83.6791,4,"Makaikhola in Gorkha District is a rural settlement named after the maize fields along the river (“Makai” meaning maize). It is primarily agricultural, with Hindu traditions shaping its cultural life.","['From Kathmandu, drive west via Prithvi Highway and Syangja road to Makaikhola.']","[{'event_name': 'Makaikhola Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}]",321,['Riverside settlement in hilly terrain.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,makaikhola makaikhola gorkha district rural settlement named maize field along river makai meaning maize primarily agricultural hindu tradition shaping cultural life rural village walk stream side visit event name makaikhola highland eco cultural trek venue hill village month season spring type adventure eco description source trekking folk performance riverside settlement hilly terrain,3,3,-1
819,chongur (chhyokhar),mustang (muktinath area),Sep–Nov,"Village, Mountains",Natural Attractions,"High-valley village walks, cultural visits",Hard,Trek / jeep to valley,(approx) 28.99–29.02,~83.88–83.90,4,"Chongur, also called Chhyokhar, is a village in Upper Mustang. It is culturally Tibetan, with monasteries, prayer flags, and traditional mud-brick houses. The settlement preserves ancient Buddhist traditions and offers views of rugged Himalayan landscapes","['From Kathmandu, drive west via Pokhara and Syangja district roads to Chongur (Chhyokhar).']","[{'event_name': 'Chongur Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicraft stalls.'}]",987,['Village with traditional culture and scenic landscapes.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,chongur chhyokhar chongur also called chhyokhar village upper mustang culturally tibetan monastery prayer flag traditional mud brick house settlement preserve ancient buddhist tradition offer view rugged himalayan landscape village mountain high valley village walk cultural visit event name chongur village cultural festival venue village ground month season summer type cultural description source folk music dance handicraft stall village traditional culture scenic landscape,0,0,-1
820,tangbe,mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Culture, trekking stops",Hard,Trek route (Annapurna/Upper Mustang),~29.02,~83.90,4,"Tangbe in Mustang District is a medieval village with narrow alleys, whitewashed houses, and chortens. It lies along the trekking route to Upper Mustang and is culturally Tibetan. The village is known for its orchards and traditional architecture.","['From Kathmandu, fly or drive to Pokhara, then drive or trek north via Kali Gandaki Valley to Tangbe.']","[{'event_name': 'Tangbe Mustang Traditional Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, traditional music, and handicraft stalls.'}]",654,['Tibetan-influenced village with historic monasteries.'],Alisha Hotel and restaurant,"VRR4+92Q, Chhusang 33100",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Alisha Hotel and restaurant,"VRR4+92Q, Chhusang 33100",Budget-friendly; simple rooms,4,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,tangbe tangbe mustang district medieval village narrow alley whitewashed house chortens lie along trekking route upper mustang culturally tibetan village known orchard traditional architecture village mountain culture trekking stop event name tangbe mustang traditional cultural festival venue village ground month season autumn type cultural description source folk dance traditional music handicraft stall tibetan influenced village historic monastery,0,1,-1
821,majibari,lamjung,Sep–Nov,Village,Village & Rural Tourism,"Rural life, local walks",Easy,Road (gravel),(Lamjung area),(see source),4,"Majibari is a small village in Dudhpokhari VDC of Lamjung District, Gandaki Province. With only about 20 households and a population of 178, it is a tightly knit community where Bhattarai, Dhital, and Tamang families form the majority. Despite its remoteness and lack of health facilities, Majibari boasts an impressive literacy rate of 96%, with most youth leaving for cities after mid-school for higher education. The village reflects the resilience of rural Nepal, balancing tradition with aspirations for modern opportunities","['From Kathmandu, drive to Pokhara via Prithvi Highway and continue towards Annapurna region to Majibari.']","[{'event_name': 'Majibari Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and local folk performances.'}]",125,['Quiet hilltop settlement surrounded by forests.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,majibari majibari small village dudhpokhari vdc lamjung district gandaki province household population tightly knit community bhattarai dhital tamang family form majority despite remoteness lack health facility majibari boast impressive literacy rate youth leaving city mid school higher education village reflects resilience rural nepal balancing tradition aspiration modern opportunity village rural life local walk event name majibari highland eco cultural trek venue hill village month season spring type adventure eco description source trekking local folk performance quiet hilltop settlement surrounded forest,3,3,-1
822,dhakmar,mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Trekking, high-valley views",Hard,Trek,29.0825,83.8778,4,"Dhakmar, located in Upper Mustang, is famous for its surreal red cliffs formed by iron oxide deposits. At 3,820 meters above sea level, the village is a striking blend of natural beauty and cultural heritage. Its crimson cliffs glow under the Himalayan sun, creating a mystical landscape tied to local legends. Dhakmar also hosts ancient caves and Tibetan-influenced traditions, making it both a geological wonder and a cultural treasure","['From Kathmandu, fly to Pokhara and trek via Annapurna trail to Dhakmar village.']","[{'event_name': 'Dhakmar Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",136,['Remote village offering mountain views and tranquility.'],KC Heaven Hotel,"3VQH+F44, Dhakmar 33100",Budget-friendly; simple rooms,4.1,High (~$90+),Tenzin river side guest house,"3VPH+QQ, Dhami 33100",Family-run; cozy homestay,3.9,Low (~$10–20),NO,NO,NO,NO,NO,Pasang Restaurant & Lodge,"Village, Dhakmar 33100",4.1,High (~$90+),No,No,No,No,No,No,No,No,KC Heaven Hotel,"3VQH+F44, Dhakmar 33100",Budget-friendly; simple rooms,4.1,High (~$90+),Tenzin river side guest house,"3VPH+QQ, Dhami 33100",Family-run; cozy homestay,3.9,Low (~$10–20),NO,NO,NO,NO,NO,Pasang Restaurant & Lodge,"Village, Dhakmar 33100",4.1,High (~$90+),No,No,No,No,No,No,No,No,dhakmar dhakmar located upper mustang famous surreal red cliff formed iron oxide deposit meter sea level village striking blend natural beauty cultural heritage crimson cliff glow himalayan sun creating mystical landscape tied local legend dhakmar also host ancient cave tibetan influenced tradition making geological wonder cultural treasure village mountain trekking high valley view event name dhakmar village cultural festival venue village ground month season summer type cultural description source folk music dance handicraft remote village offering mountain view tranquility,0,0,-1
823,tsarang / charang,mustang,Sep–Nov,"Village, Religious",Cultural & Religious Sites,"Monastery, culture",Hard (permit),Road/trek in Upper Mustang,29.0926,83.9323,4,"Tsarang (also spelled Charang) is one of Upper Mustang’s most historic settlements, sitting at 3,500 meters. Known for its whitewashed houses, monasteries, and chortens, it was once the seat of Mustang’s royal palace. The village is deeply influenced by Tibetan Buddhism and Bon traditions, with narrow stone alleys and flat-roofed houses that preserve centuries-old architecture. Tsarang serves as a gateway to Luri Gompa and Damodar Kunda, making it a vital cultural hub.

","['From Kathmandu, fly to Jomsom or drive via Beni Bazaar, then trek north via Kali Gandaki Valley to Tsarang / Charang.']","[{'event_name': 'Tsarang Highland Heritage Festival', 'venue': 'Village / Palace', 'month___season': 'Autumn', 'type': 'Heritage / Cultural', 'description___source': 'Folk performances and local handicraft exhibition.'}]",652,['Ancient Mustang villages with Tibetan heritage.'],Tsarang guest house,"3WWH+4R8, Charang 33100",Budget-friendly; simple rooms,4,High (~$90+),Lumbini Guest house & Restaurant,"3WVH+JQ5, Kali Gandaki Corridor, Jomsom 33100",Family-run; cozy homestay,4.3,Low (~$10–20),Maya’s Heritage Inn,"3WRM+R32, Charang 33100",Luxury lodge with panoramic mountain views,3.8,Medium (~$35–60),"The Kailash Hotel, Tsarang, Mustang, Nepal","3WVH+JQ5, Kali Gandaki Corridor, Jomsom 33100",4,High (~$90+),No,No,No,No,No,No,No,No,Tsarang guest house,"3WWH+4R8, Charang 33100",Budget-friendly; simple rooms,4,High (~$90+),Lumbini Guest house & Restaurant,"3WVH+JQ5, Kali Gandaki Corridor, Jomsom 33100",Family-run; cozy homestay,4.3,Low (~$10–20),Maya’s Heritage Inn,"3WRM+R32, Charang 33100",Luxury lodge with panoramic mountain views,3.8,Medium (~$35–60),"The Kailash Hotel, Tsarang, Mustang, Nepal","3WVH+JQ5, Kali Gandaki Corridor, Jomsom 33100",4,High (~$90+),No,No,No,No,No,No,No,No,tsarang charang tsarang also spelled charang one upper mustang historic settlement sitting meter known whitewashed house monastery chortens seat mustang royal palace village deeply influenced tibetan buddhism bon tradition narrow stone alley flat roofed house preserve century old architecture tsarang serf gateway luri gompa damodar kunda making vital cultural hub village religious monastery culture event name tsarang highland heritage festival venue village palace month season autumn type heritage cultural description source folk performance local handicraft exhibition ancient mustang village tibetan heritage,1,1,-1
824,yara (yara ghara area),mustang (upper mustang),Sep–Nov,"Village, Mountains",Natural Attractions,"Trekking, remote village visits",Hard,Trek,(Upper Mustang),(approx),4,"Yara and Ghara are remote villages in Upper Mustang, perched at around 3,600 meters. They are renowned for ancient caves carved into cliffs, believed to be dwellings of early inhabitants. The villages preserve matriarchal traditions, a rarity in modern Nepal, and their barren yet majestic landscapes highlight the resilience of communities living in semi-arid Himalayan terrain. Yara Ghara is a living museum of Tibetan heritage and prehistoric cave culture.
","['From Kathmandu, drive to Pokhara and trek via Kali Gandaki Valley to Yara Ghara area.']","[{'event_name': 'Yara Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}]",125,['Traditional village in Upper Mustang with local culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,yara yara ghara area yara ghara remote village upper mustang perched around meter renowned ancient cave carved cliff believed dwelling early inhabitant village preserve matriarchal tradition rarity modern nepal barren yet majestic landscape highlight resilience community living semi arid himalayan terrain yara ghara living museum tibetan heritage prehistoric cave culture village mountain trekking remote village visit event name yara highland eco cultural trek venue hill village month season spring type adventure eco description source trekking folk performance traditional village upper mustang local culture,3,3,-1
825,luri gompa,mustang,Sep–Nov,"Religious, Mountains",Natural Attractions,"Monastery visits, short hikes",Hard,Trek,(approx),(approx),4,"Luri Gompa is a cave monastery carved into sandstone cliffs in Upper Mustang. Dating back centuries, it is adorned with exquisite murals and frescoes depicting Buddhist mythology. The monastery complex includes interconnected caves, chortens, and prayer flags, making it both a spiritual sanctuary and an architectural marvel. Accessible via Tsarang and Yara, Luri Gompa is a hidden gem requiring special permits, symbolizing the sacred isolation of Mustang","['From Kathmandu, drive to Pokhara and trek via Kali Gandaki Valley to Luri Gompa.']","[{'event_name': 'Luri Gompa Monastery Festival', 'venue': 'Monastery Grounds', 'month___season': 'January', 'type': 'Religious / Cultural', 'description___source': 'Buddhist rituals and folk performances.'}]",136,['Monastery with cultural and spiritual significance.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,luri gompa luri gompa cave monastery carved sandstone cliff upper mustang dating back century adorned exquisite mural fresco depicting buddhist mythology monastery complex includes interconnected cave chortens prayer flag making spiritual sanctuary architectural marvel accessible via tsarang yara luri gompa hidden gem requiring special permit symbolizing sacred isolation mustang religious mountain monastery visit short hike event name luri gompa monastery festival venue monastery ground month season january type religious cultural description source buddhist ritual folk performance monastery cultural spiritual significance,1,1,3
826,chhusang,mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Photography, village walks",Hard,Road/trek (Annapurna/upper Kali Gandaki),(approx),(approx),4,"Chhusang lies at the confluence of the Kali Gandaki and Narshing rivers in Mustang. Surrounded by dramatic red and silver cliffs dotted with sky caves, it is a picturesque stop on the Upper Mustang trekking route. At 2,980 meters, Chhusang blends Gurung, Lowa, and Thakali cultures, offering warm hospitality amid stunning Himalayan scenery. Its cliffside caves and traditional architecture make it a fascinating mix of adventure and heritage.","['From Kathmandu, fly or drive to Jomsom, then drive/trek north to Chhusang village.']","[{'event_name': 'Chhusang Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk dances, handicrafts, and traditional music.'}]",652,['Scenic village with Himalayan backdrop and cultural charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Hotel sweet dream,"WRJG+PPH, Chele Lomanthang Rd, Chhusang 33100",4,High (~$90+),No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Hotel sweet dream,"WRJG+PPH, Chele Lomanthang Rd, Chhusang 33100",4,High (~$90+),No,No,No,No,No,No,No,No,chhusang chhusang lie confluence kali gandaki narshing river mustang surrounded dramatic red silver cliff dotted sky cave picturesque stop upper mustang trekking route meter chhusang blend gurung lowa thakali culture offering warm hospitality amid stunning himalayan scenery cliffside cave traditional architecture make fascinating mix adventure heritage village mountain photography village walk event name chhusang village cultural festival venue village ground month season summer type cultural description source folk dance handicraft traditional music scenic village himalayan backdrop cultural charm,0,0,-1
827,lumbini village lesser temples,rupandehi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.48,83.27,5,"Beyond the famous Maya Devi Temple, Lumbini hosts numerous lesser-known monasteries built by countries like Myanmar, Japan, and France. These temples, part of the Lumbini Master Plan, embody peace and spiritual diversity. Each monastery reflects its nation’s architectural style, creating a global Buddhist landscape. Visiting these lesser temples offers a quieter, more contemplative experience compared to the main pilgrimage sites.","['From Kathmandu, drive southwest via Butwal to Lumbini Village area and visit lesser temples.'
 'From Kathmandu, drive southwest via Butwal to Lumbini village to visit minor temples.']","[{'event_name': 'Lumbini Lesser Temples Cultural Day', 'venue': 'Temple Grounds', 'month___season': 'April', 'type': 'Religious / Cultural', 'description___source': 'Folk performances, handicrafts, and devotional rituals.'}, {'event_name': 'Lumbini Village Heritage Trail', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Local art, Tharu traditions, and homestay tourism.', 'description___source': nan}]",250980,"['Small temples around Lumbini with cultural and historical value.', 'Smaller temples showcasing local religious practices.']",Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Family-run; cozy homestay,4,Low (~$10–20),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury lodge with cultural and garden views,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Family-run; cozy homestay,4,Low (~$10–20),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury lodge with cultural and garden views,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,lumbini village lesser temple beyond famous maya devi temple lumbini host numerous lesser known monastery built country like myanmar japan france temple part lumbini master plan embody peace spiritual diversity monastery reflects nation architectural style creating global buddhist landscape visiting lesser temple offer quieter contemplative experience compared main pilgrimage site temple local cultural worship photography cultural tour event name lumbini lesser temple cultural day venue temple ground month season april type religious cultural description source folk performance handicraft devotional ritual event name lumbini village heritage trail venue summer month season day type local art tharu tradition homestay tourism description source nan small temple around lumbini cultural historical value smaller temple showcasing local religious practice,4,4,-1
